Year,Month,Day,Marsh,Zone,Cage,Treatment,diameter
2016,May,13,SDL,hi,28,no,1
2016,May,13,SDL,hi,28,no,1
2016,May,13,SDL,hi,28,no,1
2016,May,13,SDL,hi,28,no,0.5
2016,May,13,SDL,hi,28,no,0.5
2016,May,13,SDL,hi,28,no,0.5
2016,May,13,SDL,hi,28,no,0.5
2016,May,13,SDL,hi,28,no,0.5
2016,May,13,SDL,hi,28,no,0.5
2016,May,13,SDL,hi,29,ambient,1
2016,May,13,SDL,hi,29,ambient,1
2016,May,13,SDL,hi,29,ambient,1
2016,May,13,SDL,hi,29,ambient,1
2016,May,13,SDL,hi,29,ambient,1
2016,May,13,SDL,hi,29,ambient,1
2016,May,13,SDL,hi,29,ambient,1
2016,May,13,SDL,hi,29,ambient,0.5
2016,May,13,SDL,hi,29,ambient,0.5
2016,May,13,SDL,hi,29,ambient,0.5
2016,May,13,SDL,hi,30,ambient,2
2016,May,13,SDL,hi,30,ambient,1.5
2016,May,13,SDL,hi,30,ambient,1.5
2016,May,13,SDL,hi,30,ambient,1.5
2016,May,13,SDL,hi,30,ambient,1
2016,May,13,SDL,hi,30,ambient,1
2016,May,13,SDL,hi,30,ambient,1
2016,May,13,SDL,hi,30,ambient,0.5
2016,May,13,SDL,hi,30,ambient,0.5
2016,May,13,SDL,hi,30,ambient,0.5
2016,May,13,SDL,mid,31,ambient,1
2016,May,13,SDL,mid,31,ambient,1
2016,May,13,SDL,mid,31,ambient,1
2016,May,13,SDL,mid,31,ambient,1
2016,May,13,SDL,mid,31,ambient,0.5
2016,May,13,SDL,mid,31,ambient,0.5
2016,May,13,SDL,mid,31,ambient,0.5
2016,May,13,SDL,mid,31,ambient,0.5
2016,May,13,SDL,mid,31,ambient,0.2
2016,May,13,SDL,mid,31,ambient,0.2
2016,May,13,SDL,mid,32,no,1.5
2016,May,13,SDL,mid,32,no,1
2016,May,13,SDL,mid,32,no,1
2016,May,13,SDL,mid,32,no,0.5
2016,May,13,SDL,mid,32,no,0.5
2016,May,13,SDL,mid,32,no,0.5
2016,May,13,SDL,mid,32,no,0.5
2016,May,13,SDL,mid,32,no,0.5
2016,May,13,SDL,mid,32,no,0.3
2016,May,13,SDL,mid,32,no,0.2
2016,May,13,SDL,mid,33,no,1
2016,May,13,SDL,mid,33,no,1
2016,May,13,SDL,mid,33,no,1
2016,May,13,SDL,mid,33,no,1
2016,May,13,SDL,mid,33,no,0.5
2016,May,13,SDL,mid,33,no,0.5
2016,May,13,SDL,mid,33,no,0.5
2016,May,13,SDL,mid,33,no,0.5
2016,May,13,SDL,mid,33,no,0.3
2016,May,13,SDL,mid,33,no,0.2
2016,May,13,SDL,mid,34,ambient,1.5
2016,May,13,SDL,mid,34,ambient,1
2016,May,13,SDL,mid,34,ambient,1
2016,May,13,SDL,mid,34,ambient,1
2016,May,13,SDL,mid,34,ambient,1
2016,May,13,SDL,mid,34,ambient,1
2016,May,13,SDL,mid,34,ambient,1
2016,May,13,SDL,mid,34,ambient,0.5
2016,May,13,SDL,mid,34,ambient,0.5
2016,May,13,SDL,mid,34,ambient,0.3
2016,May,13,SDL,mid,35,ambient,5
2016,May,13,SDL,mid,35,ambient,1
2016,May,13,SDL,mid,35,ambient,1
2016,May,13,SDL,mid,35,ambient,1
2016,May,13,SDL,mid,35,ambient,0.5
2016,May,13,SDL,mid,35,ambient,0.5
2016,May,13,SDL,mid,35,ambient,0.5
2016,May,13,SDL,mid,35,ambient,0.5
2016,May,13,SDL,mid,35,ambient,0.3
2016,May,13,SDL,mid,35,ambient,0.2
2016,May,13,SDL,mid,36,no,1
2016,May,13,SDL,mid,36,no,1
2016,May,13,SDL,mid,36,no,1
2016,May,13,SDL,mid,36,no,1
2016,May,13,SDL,mid,36,no,1
2016,May,13,SDL,mid,36,no,1
2016,May,13,SDL,mid,36,no,0.7
2016,May,13,SDL,mid,36,no,0.6
2016,May,13,SDL,mid,36,no,0.5
2016,May,13,SDL,mid,36,no,0.5
2016,May,13,SDL,mid,37,ambient,1.5
2016,May,13,SDL,mid,37,ambient,1
2016,May,13,SDL,mid,37,ambient,1
2016,May,13,SDL,mid,37,ambient,1
2016,May,13,SDL,mid,37,ambient,0.5
2016,May,13,SDL,mid,37,ambient,0.5
2016,May,13,SDL,mid,37,ambient,0.5
2016,May,13,SDL,mid,37,ambient,0.5
2016,May,13,SDL,mid,37,ambient,0.3
2016,May,13,SDL,mid,37,ambient,0.3
2016,May,13,SDL,mid,38,no,1
2016,May,13,SDL,mid,38,no,1
2016,May,13,SDL,mid,38,no,0.5
2016,May,13,SDL,mid,38,no,0.5
2016,May,13,SDL,mid,38,no,0.5
2016,May,13,SDL,mid,38,no,0.5
2016,May,13,SDL,mid,38,no,0.5
2016,May,13,SDL,mid,38,no,0.3
2016,May,13,SDL,mid,38,no,0.2
2016,May,13,SDL,mid,38,no,0.2
2016,May,13,SDL,mid,39,ambient,1
2016,May,13,SDL,mid,39,ambient,1
2016,May,13,SDL,mid,39,ambient,1
2016,May,13,SDL,mid,39,ambient,1
2016,May,13,SDL,mid,39,ambient,1
2016,May,13,SDL,mid,39,ambient,0.5
2016,May,13,SDL,mid,39,ambient,0.5
2016,May,13,SDL,mid,39,ambient,0.5
2016,May,13,SDL,mid,39,ambient,0.5
2016,May,13,SDL,mid,39,ambient,0.3
2016,May,13,SDL,mid,40,no,1
2016,May,13,SDL,mid,40,no,1
2016,May,13,SDL,mid,40,no,1
2016,May,13,SDL,mid,40,no,1
2016,May,13,SDL,mid,40,no,1
2016,May,13,SDL,mid,40,no,1
2016,May,13,SDL,mid,40,no,0.5
2016,May,13,SDL,mid,40,no,0.5
2016,May,13,SDL,mid,40,no,0.3
2016,May,13,SDL,mid,40,no,0.3
2016,May,13,SDL,lo,41,no,1
2016,May,13,SDL,lo,41,no,1
2016,May,13,SDL,lo,41,no,1
2016,May,13,SDL,lo,41,no,1
2016,May,13,SDL,lo,41,no,1
2016,May,13,SDL,lo,41,no,0.5
2016,May,13,SDL,lo,41,no,0.5
2016,May,13,SDL,lo,41,no,0.5
2016,May,13,SDL,lo,41,no,0.5
2016,May,13,SDL,lo,41,no,0.3
2016,May,13,SDL,lo,42,no,1.5
2016,May,13,SDL,lo,42,no,1
2016,May,13,SDL,lo,42,no,1
2016,May,13,SDL,lo,42,no,1
2016,May,13,SDL,lo,42,no,1
2016,May,13,SDL,lo,42,no,1
2016,May,13,SDL,lo,42,no,1
2016,May,13,SDL,lo,42,no,1
2016,May,13,SDL,lo,42,no,0.5
2016,May,13,SDL,lo,42,no,0.5
2016,May,13,SDL,lo,43,ambient,1
2016,May,13,SDL,lo,43,ambient,1
2016,May,13,SDL,lo,43,ambient,1
2016,May,13,SDL,lo,43,ambient,0.5
2016,May,13,SDL,lo,43,ambient,0.5
2016,May,13,SDL,lo,43,ambient,0.5
2016,May,13,SDL,lo,43,ambient,0.5
2016,May,13,SDL,lo,43,ambient,0.5
2016,May,13,SDL,lo,43,ambient,0.3
2016,May,13,SDL,lo,43,ambient,0.2
2016,May,13,SDL,lo,44,ambient,1
2016,May,13,SDL,lo,44,ambient,1
2016,May,13,SDL,lo,44,ambient,1
2016,May,13,SDL,lo,44,ambient,1
2016,May,13,SDL,lo,44,ambient,1
2016,May,13,SDL,lo,44,ambient,1
2016,May,13,SDL,lo,44,ambient,0.5
2016,May,13,SDL,lo,44,ambient,0.5
2016,May,13,SDL,lo,44,ambient,0.5
2016,May,13,SDL,lo,44,ambient,0.3
2016,May,13,SDL,lo,45,ambient,1
2016,May,13,SDL,lo,45,ambient,1
2016,May,13,SDL,lo,45,ambient,1
2016,May,13,SDL,lo,45,ambient,1
2016,May,13,SDL,lo,45,ambient,0.5
2016,May,13,SDL,lo,45,ambient,0.5
2016,May,13,SDL,lo,45,ambient,0.5
2016,May,13,SDL,lo,46,no,1.5
2016,May,13,SDL,lo,46,no,1.5
2016,May,13,SDL,lo,46,no,1
2016,May,13,SDL,lo,46,no,1
2016,May,13,SDL,lo,46,no,0.5
2016,May,13,SDL,lo,46,no,0.5
2016,May,13,SDL,lo,46,no,0.5
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,1
2016,May,13,SDL,lo,47,ambient,0.5
2016,May,13,SDL,lo,48,no,1
2016,May,13,SDL,lo,48,no,1
2016,May,13,SDL,lo,48,no,1
2016,May,13,SDL,lo,48,no,0.5
2016,May,13,SDL,lo,49,no,1
2016,May,13,SDL,lo,50,ambient,1
2016,May,13,SDL,lo,50,ambient,1
2016,May,13,SDL,lo,50,ambient,1
2016,May,13,SDL,hi,E,cc,1
2016,May,13,SDL,hi,E,cc,1
2016,May,13,SDL,hi,E,cc,1
2016,May,13,SDL,hi,E,cc,1
2016,May,13,SDL,hi,E,cc,1
2016,May,13,SDL,hi,E,cc,0.5
2016,May,13,SDL,hi,E,cc,0.5
2016,May,13,SDL,hi,E,cc,0.5
2016,May,13,SDL,hi,E,cc,0.5
2016,May,13,SDL,hi,E,cc,0.3
2016,May,13,SDL,hi,F,cc,5
2016,May,13,SDL,hi,F,cc,1
2016,May,13,SDL,hi,F,cc,1
2016,May,13,SDL,hi,F,cc,0.5
2016,May,13,SDL,hi,F,cc,0.5
2016,May,13,SDL,hi,F,cc,0.5
2016,May,13,SDL,hi,F,cc,0.5
2016,May,13,SDL,hi,F,cc,0.5
2016,May,13,SDL,hi,F,cc,0.5
2016,May,13,SDL,hi,F,cc,0.5
2016,May,13,SDL,mid,G,cc,1
2016,May,13,SDL,mid,G,cc,1
2016,May,13,SDL,mid,G,cc,1
2016,May,13,SDL,mid,G,cc,0.5
2016,May,13,SDL,mid,G,cc,0.5
2016,May,13,SDL,mid,G,cc,0.5
2016,May,13,SDL,mid,G,cc,0.3
2016,May,13,SDL,mid,G,cc,0.2
2016,May,13,SDL,mid,G,cc,0.2
2016,May,13,SDL,mid,G,cc,0.2
2016,May,13,SDL,mid,H,cc,1
2016,May,13,SDL,mid,H,cc,1
2016,May,13,SDL,mid,H,cc,1
2016,May,13,SDL,mid,H,cc,1
2016,May,13,SDL,mid,H,cc,1
2016,May,13,SDL,mid,H,cc,1
2016,May,13,SDL,mid,H,cc,0.5
2016,May,13,SDL,mid,H,cc,0.5
2016,May,13,SDL,mid,H,cc,0.5
2016,May,13,SDL,mid,H,cc,0.5
2016,May,13,SDL,lo,I,cc,1
2016,May,13,SDL,lo,I,cc,1
2016,May,13,SDL,lo,I,cc,1
2016,May,13,SDL,lo,I,cc,1
2016,May,13,SDL,lo,I,cc,1
2016,May,13,SDL,lo,I,cc,1
2016,May,13,SDL,lo,I,cc,1
2016,May,13,SDL,lo,I,cc,1
2016,May,13,SDL,lo,I,cc,0.5
2016,May,13,SDL,lo,I,cc,0.5
2016,May,13,SDL,lo,J,cc,1
2016,October,8,SDL,hi,21,no,0.7
2016,October,8,SDL,hi,21,no,0.7
2016,October,8,SDL,hi,21,no,0.5
2016,October,8,SDL,hi,21,no,0.5
2016,October,8,SDL,hi,21,no,0.5
2016,October,8,SDL,hi,21,no,0.5
2016,October,8,SDL,hi,21,no,0.4
2016,October,8,SDL,hi,21,no,0.4
2016,October,8,SDL,hi,21,no,0.3
2016,October,8,SDL,hi,21,no,0.3
2016,October,8,SDL,hi,22,no,0.7
2016,October,8,SDL,hi,22,no,0.5
2016,October,8,SDL,hi,22,no,0.4
2016,October,8,SDL,hi,22,no,0.4
2016,October,8,SDL,hi,22,no,0.4
2016,October,8,SDL,hi,22,no,0.4
2016,October,8,SDL,hi,22,no,0.4
2016,October,8,SDL,hi,22,no,0.4
2016,October,8,SDL,hi,22,no,0.3
2016,October,8,SDL,hi,23,ambient,1
2016,October,8,SDL,hi,23,ambient,1
2016,October,8,SDL,hi,23,ambient,1
2016,October,8,SDL,hi,23,ambient,1
2016,October,8,SDL,hi,23,ambient,1
2016,October,8,SDL,hi,23,ambient,1
2016,October,8,SDL,hi,23,ambient,0.9
2016,October,8,SDL,hi,23,ambient,0.8
2016,October,8,SDL,hi,23,ambient,0.8
2016,October,8,SDL,hi,23,ambient,0.7
2016,October,8,SDL,hi,24,no,1
2016,October,8,SDL,hi,24,no,1
2016,October,8,SDL,hi,24,no,1
2016,October,8,SDL,hi,24,no,0.7
2016,October,8,SDL,hi,24,no,0.6
2016,October,8,SDL,hi,24,no,0.5
2016,October,8,SDL,hi,25,ambient,1
2016,October,8,SDL,hi,25,ambient,1
2016,October,8,SDL,hi,25,ambient,1
2016,October,8,SDL,hi,25,ambient,1
2016,October,8,SDL,hi,25,ambient,1
2016,October,8,SDL,hi,25,ambient,1
2016,October,8,SDL,hi,25,ambient,0.7
2016,October,8,SDL,hi,25,ambient,0.7
2016,October,8,SDL,hi,25,ambient,0.6
2016,October,8,SDL,hi,25,ambient,0.4
2016,October,8,SDL,hi,26,ambient,2.2
2016,October,8,SDL,hi,26,ambient,2.1
2016,October,8,SDL,hi,26,ambient,2
2016,October,8,SDL,hi,26,ambient,1.7
2016,October,8,SDL,hi,26,ambient,1.5
2016,October,8,SDL,hi,26,ambient,1.4
2016,October,8,SDL,hi,26,ambient,1.3
2016,October,8,SDL,hi,26,ambient,1.1
2016,October,8,SDL,hi,26,ambient,1
2016,October,8,SDL,hi,26,ambient,1
2016,October,8,SDL,hi,27,no,1
2016,October,8,SDL,hi,27,no,1
2016,October,8,SDL,hi,27,no,1
2016,October,8,SDL,hi,27,no,0.8
2016,October,8,SDL,hi,27,no,0.7
2016,October,8,SDL,hi,27,no,0.6
2016,October,8,SDL,hi,27,no,0.4
2016,October,8,SDL,hi,27,no,0.4
2016,October,8,SDL,hi,28,no,1
2016,October,8,SDL,hi,28,no,1
2016,October,8,SDL,hi,28,no,0.5
2016,October,8,SDL,hi,28,no,0.4
2016,October,8,SDL,hi,29,ambient,1.1
2016,October,8,SDL,hi,29,ambient,1
2016,October,8,SDL,hi,29,ambient,1
2016,October,8,SDL,hi,29,ambient,1
2016,October,8,SDL,hi,29,ambient,0.8
2016,October,8,SDL,hi,29,ambient,0.8
2016,October,8,SDL,hi,29,ambient,0.7
2016,October,8,SDL,hi,29,ambient,0.7
2016,October,8,SDL,hi,29,ambient,0.5
2016,October,8,SDL,hi,29,ambient,0.4
2016,October,8,SDL,hi,30,ambient,1
2016,October,8,SDL,hi,30,ambient,1
2016,October,8,SDL,hi,30,ambient,1
2016,October,8,SDL,hi,30,ambient,1
2016,October,8,SDL,hi,30,ambient,1
2016,October,8,SDL,hi,30,ambient,0.8
2016,October,8,SDL,hi,30,ambient,0.8
2016,October,8,SDL,hi,30,ambient,0.7
2016,October,8,SDL,hi,30,ambient,0.6
2016,October,8,SDL,hi,30,ambient,0.5
2016,October,8,SDL,mid,31,ambient,2.3
2016,October,8,SDL,mid,31,ambient,2.1
2016,October,8,SDL,mid,31,ambient,1.1
2016,October,8,SDL,mid,31,ambient,1
2016,October,8,SDL,mid,31,ambient,0.4
2016,October,8,SDL,mid,31,ambient,0.4
2016,October,8,SDL,mid,31,ambient,0.4
2016,October,8,SDL,mid,31,ambient,0.3
2016,October,8,SDL,mid,31,ambient,0.3
2016,October,8,SDL,mid,31,ambient,0.3
2016,October,8,SDL,mid,32,no,0.5
2016,October,8,SDL,mid,32,no,0.5
2016,October,8,SDL,mid,32,no,0.4
2016,October,8,SDL,mid,32,no,0.4
2016,October,8,SDL,mid,32,no,0.4
2016,October,8,SDL,mid,32,no,0.3
2016,October,8,SDL,mid,32,no,0.3
2016,October,8,SDL,mid,32,no,0.3
2016,October,8,SDL,mid,32,no,0.2
2016,October,8,SDL,mid,32,no,0.1
2016,October,8,SDL,mid,33,no,1
2016,October,8,SDL,mid,33,no,1
2016,October,8,SDL,mid,33,no,1
2016,October,8,SDL,mid,33,no,1
2016,October,8,SDL,mid,33,no,1
2016,October,8,SDL,mid,33,no,0.9
2016,October,8,SDL,mid,33,no,0.8
2016,October,8,SDL,mid,33,no,0.7
2016,October,8,SDL,mid,33,no,0.4
2016,October,8,SDL,mid,33,no,0.3
2016,October,8,SDL,mid,34,ambient,3
2016,October,8,SDL,mid,34,ambient,2.1
2016,October,8,SDL,mid,34,ambient,2
2016,October,8,SDL,mid,34,ambient,1.9
2016,October,8,SDL,mid,34,ambient,1.6
2016,October,8,SDL,mid,34,ambient,1
2016,October,8,SDL,mid,34,ambient,0.4
2016,October,8,SDL,mid,34,ambient,0.4
2016,October,8,SDL,mid,34,ambient,0.3
2016,October,8,SDL,mid,34,ambient,0.2
2016,October,8,SDL,mid,35,ambient,2.1
2016,October,8,SDL,mid,35,ambient,2.1
2016,October,8,SDL,mid,35,ambient,2
2016,October,8,SDL,mid,35,ambient,2
2016,October,8,SDL,mid,35,ambient,2
2016,October,8,SDL,mid,35,ambient,1.4
2016,October,8,SDL,mid,35,ambient,1.3
2016,October,8,SDL,mid,35,ambient,1.2
2016,October,8,SDL,mid,35,ambient,1.1
2016,October,8,SDL,mid,35,ambient,1
2016,October,8,SDL,mid,36,no,1.1
2016,October,8,SDL,mid,36,no,1
2016,October,8,SDL,mid,36,no,1
2016,October,8,SDL,mid,36,no,0.7
2016,October,8,SDL,mid,36,no,0.6
2016,October,8,SDL,mid,36,no,0.5
2016,October,8,SDL,mid,36,no,0.5
2016,October,8,SDL,mid,36,no,0.4
2016,October,8,SDL,mid,36,no,0.4
2016,October,8,SDL,mid,36,no,0.3
2016,October,8,SDL,mid,37,ambient,2.1
2016,October,8,SDL,mid,37,ambient,1
2016,October,8,SDL,mid,37,ambient,1
2016,October,8,SDL,mid,37,ambient,1
2016,October,8,SDL,mid,37,ambient,1
2016,October,8,SDL,mid,37,ambient,0.5
2016,October,8,SDL,mid,37,ambient,0.4
2016,October,8,SDL,mid,37,ambient,0.3
2016,October,8,SDL,mid,37,ambient,0.3
2016,October,8,SDL,mid,37,ambient,0.3
2016,October,8,SDL,mid,38,no,3
2016,October,8,SDL,mid,38,no,1.1
2016,October,8,SDL,mid,38,no,1
2016,October,8,SDL,mid,38,no,1
2016,October,8,SDL,mid,38,no,0.9
2016,October,8,SDL,mid,38,no,0.8
2016,October,8,SDL,mid,38,no,0.4
2016,October,8,SDL,mid,38,no,0.4
2016,October,8,SDL,mid,38,no,0.4
2016,October,8,SDL,mid,38,no,0.3
2016,October,8,SDL,mid,39,ambient,3.2
2016,October,8,SDL,mid,39,ambient,3.1
2016,October,8,SDL,mid,39,ambient,3
2016,October,8,SDL,mid,39,ambient,2.6
2016,October,8,SDL,mid,39,ambient,2
2016,October,8,SDL,mid,39,ambient,0.4
2016,October,8,SDL,mid,39,ambient,0.4
2016,October,8,SDL,mid,39,ambient,0.3
2016,October,8,SDL,mid,39,ambient,0.3
2016,October,8,SDL,mid,39,ambient,0.2
2016,October,8,SDL,mid,40,no,1.1
2016,October,8,SDL,mid,40,no,1
2016,October,8,SDL,mid,40,no,1
2016,October,8,SDL,mid,40,no,1
2016,October,8,SDL,mid,40,no,0.8
2016,October,8,SDL,mid,40,no,0.7
2016,October,8,SDL,mid,40,no,0.6
2016,October,8,SDL,mid,40,no,0.4
2016,October,8,SDL,mid,40,no,0.3
2016,October,8,SDL,mid,40,no,0.2
2016,October,8,SDL,lo,41,no,0.4
2016,October,8,SDL,lo,41,no,0.3
2016,October,8,SDL,lo,41,no,0.3
2016,October,8,SDL,lo,41,no,0.3
2016,October,8,SDL,lo,41,no,0.3
2016,October,8,SDL,lo,42,no,0.3
2016,October,8,SDL,lo,43,ambient,1.1
2016,October,8,SDL,lo,43,ambient,1
2016,October,8,SDL,lo,43,ambient,1
2016,October,8,SDL,lo,43,ambient,1
2016,October,8,SDL,lo,43,ambient,0.4
2016,October,8,SDL,lo,43,ambient,0.4
2016,October,8,SDL,lo,43,ambient,0.4
2016,October,8,SDL,lo,43,ambient,0.3
2016,October,8,SDL,lo,44,ambient,2
2016,October,8,SDL,lo,44,ambient,1.2
2016,October,8,SDL,lo,44,ambient,1.1
2016,October,8,SDL,lo,44,ambient,1
2016,October,8,SDL,lo,44,ambient,1
2016,October,8,SDL,lo,44,ambient,1
2016,October,8,SDL,lo,44,ambient,0.5
2016,October,8,SDL,lo,44,ambient,0.5
2016,October,8,SDL,lo,44,ambient,0.5
2016,October,8,SDL,lo,44,ambient,0.4
2016,October,8,SDL,lo,45,ambient,3
2016,October,8,SDL,lo,45,ambient,2.1
2016,October,8,SDL,lo,45,ambient,2
2016,October,8,SDL,lo,45,ambient,2
2016,October,8,SDL,lo,45,ambient,1.5
2016,October,8,SDL,lo,45,ambient,1.1
2016,October,8,SDL,lo,45,ambient,1
2016,October,8,SDL,lo,45,ambient,1
2016,October,8,SDL,lo,45,ambient,0.5
2016,October,8,SDL,lo,45,ambient,0.3
2016,October,8,SDL,lo,46,no,1.1
2016,October,8,SDL,lo,46,no,0.3
2016,October,8,SDL,lo,46,no,0.3
2016,October,8,SDL,lo,47,ambient,2.2
2016,October,8,SDL,lo,47,ambient,2.1
2016,October,8,SDL,lo,47,ambient,2
2016,October,8,SDL,lo,47,ambient,1.5
2016,October,8,SDL,lo,47,ambient,1.3
2016,October,8,SDL,lo,47,ambient,1.1
2016,October,8,SDL,lo,47,ambient,1
2016,October,8,SDL,lo,47,ambient,0.8
2016,October,8,SDL,lo,47,ambient,0.8
2016,October,8,SDL,lo,47,ambient,0.4
2016,October,8,SDL,lo,48,no,1
2016,October,8,SDL,lo,48,no,0.8
2016,October,8,SDL,lo,49,no,1
2016,October,8,SDL,lo,49,no,1
2016,October,8,SDL,lo,49,no,0.3
2016,October,8,SDL,lo,49,no,0.3
2016,October,8,SDL,lo,50,ambient,4.1
2016,October,8,SDL,lo,50,ambient,1.4
2016,October,8,SDL,lo,50,ambient,1.3
2016,October,8,SDL,lo,50,ambient,1.2
2016,October,8,SDL,lo,50,ambient,1.1
2016,October,8,SDL,lo,50,ambient,1
2016,October,8,SDL,lo,50,ambient,0.4
2016,October,8,SDL,lo,50,ambient,0.4
2016,October,8,SDL,lo,50,ambient,0.3
2016,October,8,SDL,lo,50,ambient,0.3
2016,October,8,SDL,hi,E,cc,1
2016,October,8,SDL,hi,E,cc,1
2016,October,8,SDL,hi,E,cc,1
2016,October,8,SDL,hi,E,cc,1
2016,October,8,SDL,hi,E,cc,1
2016,October,8,SDL,hi,E,cc,1
2016,October,8,SDL,hi,E,cc,1
2016,October,8,SDL,hi,E,cc,0.8
2016,October,8,SDL,hi,E,cc,0.7
2016,October,8,SDL,hi,E,cc,0.7
2016,October,8,SDL,hi,F,cc,2.1
2016,October,8,SDL,hi,F,cc,1.5
2016,October,8,SDL,hi,F,cc,1.1
2016,October,8,SDL,hi,F,cc,1
2016,October,8,SDL,hi,F,cc,1
2016,October,8,SDL,hi,F,cc,1
2016,October,8,SDL,hi,F,cc,1
2016,October,8,SDL,hi,F,cc,1
2016,October,8,SDL,hi,F,cc,0.9
2016,October,8,SDL,hi,F,cc,0.8
2016,October,8,SDL,mid,G,cc,1.7
2016,October,8,SDL,mid,G,cc,1.6
2016,October,8,SDL,mid,G,cc,1.5
2016,October,8,SDL,mid,G,cc,1.5
2016,October,8,SDL,mid,G,cc,1.4
2016,October,8,SDL,mid,G,cc,1.3
2016,October,8,SDL,mid,G,cc,1.3
2016,October,8,SDL,mid,G,cc,1.2
2016,October,8,SDL,mid,G,cc,1
2016,October,8,SDL,mid,G,cc,1
2016,October,8,SDL,mid,H,cc,2.2
2016,October,8,SDL,mid,H,cc,2
2016,October,8,SDL,mid,H,cc,1.8
2016,October,8,SDL,mid,H,cc,1.7
2016,October,8,SDL,mid,H,cc,1.6
2016,October,8,SDL,mid,H,cc,1.5
2016,October,8,SDL,mid,H,cc,1.2
2016,October,8,SDL,mid,H,cc,1.1
2016,October,8,SDL,mid,H,cc,1
2016,October,8,SDL,mid,H,cc,1
2016,October,8,SDL,lo,I,cc,3
2016,October,8,SDL,lo,I,cc,2.5
2016,October,8,SDL,lo,I,cc,1.7
2016,October,8,SDL,lo,I,cc,1.3
2016,October,8,SDL,lo,I,cc,1.2
2016,October,8,SDL,lo,I,cc,1.2
2016,October,8,SDL,lo,I,cc,1
2016,October,8,SDL,lo,I,cc,1
2016,October,8,SDL,lo,I,cc,0.8
2016,October,8,SDL,lo,I,cc,0.5
2016,October,8,SDL,lo,J,cc,1
2016,October,8,SDL,lo,J,cc,1
2016,October,8,SDL,lo,J,cc,0.3
2016,September,7,SDL,hi,21,no,0.5
2016,September,7,SDL,hi,21,no,0.5
2016,September,7,SDL,hi,21,no,0.5
2016,September,7,SDL,hi,21,no,0.5
2016,September,7,SDL,hi,21,no,0.4
2016,September,7,SDL,hi,21,no,0.4
2016,September,7,SDL,hi,21,no,0.3
2016,September,7,SDL,hi,21,no,0.3
2016,September,7,SDL,hi,21,no,0.3
2016,September,7,SDL,hi,21,no,0.2
2016,September,7,SDL,hi,22,no,0.7
2016,September,7,SDL,hi,22,no,0.6
2016,September,7,SDL,hi,22,no,0.5
2016,September,7,SDL,hi,22,no,0.5
2016,September,7,SDL,hi,22,no,0.4
2016,September,7,SDL,hi,22,no,0.4
2016,September,7,SDL,hi,22,no,0.4
2016,September,7,SDL,hi,22,no,0.4
2016,September,7,SDL,hi,22,no,0.3
2016,September,7,SDL,hi,22,no,0.2
2016,September,7,SDL,hi,23,ambient,1
2016,September,7,SDL,hi,23,ambient,1
2016,September,7,SDL,hi,23,ambient,1
2016,September,7,SDL,hi,23,ambient,1
2016,September,7,SDL,hi,23,ambient,1
2016,September,7,SDL,hi,23,ambient,0.8
2016,September,7,SDL,hi,23,ambient,0.8
2016,September,7,SDL,hi,23,ambient,0.7
2016,September,7,SDL,hi,23,ambient,0.6
2016,September,7,SDL,hi,23,ambient,0.5
2016,September,7,SDL,hi,24,no,1
2016,September,7,SDL,hi,24,no,1
2016,September,7,SDL,hi,24,no,1
2016,September,7,SDL,hi,24,no,0.7
2016,September,7,SDL,hi,24,no,0.6
2016,September,7,SDL,hi,24,no,0.4
2016,September,7,SDL,hi,24,no,0.3
2016,September,7,SDL,hi,24,no,0.3
2016,September,7,SDL,hi,24,no,0.2
2016,September,7,SDL,hi,24,no,0.2
2016,September,7,SDL,hi,25,ambient,1
2016,September,7,SDL,hi,25,ambient,0.8
2016,September,7,SDL,hi,25,ambient,0.6
2016,September,7,SDL,hi,25,ambient,0.6
2016,September,7,SDL,hi,25,ambient,0.5
2016,September,7,SDL,hi,25,ambient,0.4
2016,September,7,SDL,hi,25,ambient,0.4
2016,September,7,SDL,hi,25,ambient,0.4
2016,September,7,SDL,hi,25,ambient,0.3
2016,September,7,SDL,hi,25,ambient,0.3
2016,September,7,SDL,hi,26,ambient,2.1
2016,September,7,SDL,hi,26,ambient,2
2016,September,7,SDL,hi,26,ambient,1.9
2016,September,7,SDL,hi,26,ambient,1.7
2016,September,7,SDL,hi,26,ambient,1.4
2016,September,7,SDL,hi,26,ambient,1.4
2016,September,7,SDL,hi,26,ambient,1.3
2016,September,7,SDL,hi,26,ambient,0.8
2016,September,7,SDL,hi,26,ambient,0.7
2016,September,7,SDL,hi,26,ambient,0.6
2016,September,7,SDL,hi,27,no,1
2016,September,7,SDL,hi,27,no,0.6
2016,September,7,SDL,hi,27,no,0.5
2016,September,7,SDL,hi,27,no,0.5
2016,September,7,SDL,hi,27,no,0.4
2016,September,7,SDL,hi,27,no,0.3
2016,September,7,SDL,hi,27,no,0.3
2016,September,7,SDL,hi,27,no,0.2
2016,September,7,SDL,hi,27,no,0.2
2016,September,7,SDL,hi,27,no,0.1
