Year,Month,Day,Marsh,Zone,Cage,Treatment,Stems(all),Stems(live),Stems(dead),Flowers,Pickle_CH_Avg,Spartina_L,Spartina_D,Mud,Sarcocornia,Salicornia,Batis,Jaumea,Triglochin,Unknown,Wrack,Not_visible
2016,August,2,SDL,lo,50,ambient,66,NA,NA,0,NA,62,14,24,0,0,0,0,0,0,0,0
2016,August,2,SDL,lo,I,cc,84,NA,NA,0,NA,61,11,27,0,0,0,0,0,0,0,0
2016,August,2,SDL,lo,J,cc,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,31,ambient,37,NA,NA,4,43.35,37,4,15,45,0,0,0,0,0,0,0
2016,August,2,SDL,mid,32,no,41,NA,NA,10,45.2,50,6,26,15,0,0,0,0,0,0,0
2016,August,2,SDL,mid,33,no,40,NA,NA,7,39.15,42,6,37,14,0,0,0,0,0,0,0
2016,August,2,SDL,mid,34,ambient,29,NA,NA,1,37.65,27,6,40,27,0,0,0,0,0,0,0
2016,August,2,SDL,mid,35,ambient,35,NA,NA,7,41.9,16,7,34,43,0,0,0,0,0,0,0
2016,August,2,SDL,mid,36,no,37,NA,NA,4,25.2,47,4,23,26,0,0,0,0,0,0,0
2016,August,2,SDL,mid,37,ambient,28,NA,NA,1,51.65,32,2,22,43,0,0,0,0,0,0,0
2016,August,2,SDL,mid,38,no,36,NA,NA,1,36.65,30,16,31,23,0,0,0,0,0,0,0
2016,August,2,SDL,mid,39,ambient,48,NA,NA,0,38.3,38,6,33,23,0,0,0,0,0,0,0
2016,August,2,SDL,mid,40,no,37,NA,NA,1,48.4,32,3,24,40,0,0,0,0,0,0,0
2016,August,2,SDL,mid,G,cc,19,NA,NA,0,52.7,8,10,41,41,0,0,0,0,0,0,0
2016,August,2,SDL,mid,H,cc,51,NA,NA,0,53.05,36,9,26,29,0,0,0,0,0,0,0
2016,September,8,KF1,reg,1,ambient,42,NA,NA,0,47.65,24,7,11,60,0,0,0,0,0,0,0
2016,September,8,KF1,reg,2,ambient,63,NA,NA,0,34.7,40,8,11,43,0,0,0,0,0,0,0
2016,September,8,KF1,reg,3,no,83,NA,NA,1,34.55,53,3,12,31,0,1,0,0,0,0,0
2016,September,8,KF1,reg,4,ambient,49,NA,NA,0,37.8,34,13,0,53,0,0,0,0,0,0,0
2016,September,8,KF1,reg,5,no,52,NA,NA,0,43.1,24,3,24,27,2,18,0,0,0,0,0
2016,September,8,KF1,reg,6,no,57,NA,NA,3,41.8,20,12,5,49,1,14,0,0,0,0,0
2016,September,8,KF1,reg,7,ambient,66,NA,NA,1,42.6,18,9,15,53,0,6,0,0,0,0,0
2016,September,8,KF1,reg,8,ambient,59,NA,NA,3,47,30,4,21,36,0,10,0,0,0,0,0
2016,September,8,KF1,reg,9,no,78,NA,NA,1,50.3,30,11,14,38,0,7,0,0,0,0,0
2016,September,8,KF1,reg,10,no,73,NA,NA,4,34.95,56,1,9,31,0,2,0,0,0,0,0
2016,September,8,KF1,reg,A,cc,65,NA,NA,2,44.5,38,7,11,30,0,15,0,0,0,0,0
2016,September,8,KF1,reg,B,cc,62,NA,NA,1,40.55,25,5,16,51,0,3,0,0,0,0,0
2016,September,8,KF2,reg,11,ambient,84,NA,NA,1,43.7,43,9,26,21,0,3,0,0,0,0,0
2016,September,8,KF2,reg,12,no,73,NA,NA,3,52.25,28,15,15,40,0,2,0,0,0,0,0
2016,September,8,KF2,reg,13,no,17,NA,NA,0,38.5,13,13,15,45,1,13,1,0,0,0,0
2016,September,8,KF2,reg,14,no,101,NA,NA,4,43.95,44,10,19,27,0,0,0,0,0,0,0
2016,September,8,KF2,reg,15,ambient,89,NA,NA,2,50.95,27,6,19,31,12,4,0,0,0,0,0
2016,September,8,KF2,reg,16,no,151,NA,NA,6,52.8,52,6,16,25,0,0,0,0,0,0,0
2016,September,8,KF2,reg,17,ambient,64,NA,NA,2,43.2,29,2,13,52,0,3,1,0,0,0,0
2016,September,8,KF2,reg,18,no,13,NA,NA,3,49.65,8,8,6,42,0,8,23,5,0,0,0
2016,September,8,KF2,reg,19,ambient,43,NA,NA,3,45.7,22,20,28,30,0,1,0,0,0,0,0
2016,September,8,KF2,reg,20,ambient,107,NA,NA,5,45.7,40,3,18,35,0,4,0,0,0,0,0
2016,September,8,KF2,reg,C,cc,91,NA,NA,5,48,34,13,20,17,0,15,0,0,0,0,0
2016,September,8,KF2,reg,D,cc,112,NA,NA,7,44.4,38,11,17,22,0,10,0,0,0,0,0
2016,September,7,SDL,hi,21,no,NA,NA,NA,NA,20.6,0,0,23,77,0,0,0,0,0,0,0
2016,September,7,SDL,hi,22,no,NA,NA,NA,NA,17.9,0,0,21,79,0,0,0,0,0,0,0
2016,September,7,SDL,hi,23,ambient,NA,NA,NA,NA,20.6,0,0,12,88,0,0,0,0,0,0,0
2016,September,7,SDL,hi,24,no,NA,NA,NA,NA,14.1,0,0,16,84,0,0,0,0,0,0,0
2016,September,7,SDL,hi,25,ambient,NA,NA,NA,NA,31,0,0,10,90,0,0,0,0,0,0,0
2016,September,7,SDL,hi,26,ambient,NA,NA,NA,NA,45.1,0,0,26,74,0,0,0,0,0,0,0
2016,September,7,SDL,hi,27,no,NA,NA,NA,NA,44.4,0,0,23,77,0,0,0,0,0,0,0
2016,September,7,SDL,hi,28,no,NA,NA,NA,NA,33.4,0,0,11,89,0,0,0,0,0,0,0
2016,September,7,SDL,hi,29,ambient,NA,NA,NA,NA,39,0,0,14,86,0,0,0,0,0,0,0
2016,September,7,SDL,hi,30,ambient,NA,NA,NA,NA,30.6,0,0,25,75,0,0,0,0,0,0,0
2016,September,7,SDL,hi,E,cc,NA,NA,NA,NA,32.1,0,0,35,65,0,0,0,0,0,0,0
2016,September,7,SDL,hi,F,cc,NA,NA,NA,NA,37.7,0,0,20,73,0,0,7,0,0,0,0
2016,September,7,SDL,lo,41,no,66,NA,NA,23,NA,88,3,9,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,42,no,75,NA,NA,18,NA,80,4,16,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,43,ambient,61,NA,NA,13,NA,74,7,19,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,44,ambient,57,NA,NA,11,NA,75,6,19,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,45,ambient,53,NA,NA,16,NA,63,8,29,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,46,no,44,NA,NA,15,NA,42,13,45,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,47,ambient,64,NA,NA,13,NA,73,9,18,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,48,no,89,NA,NA,20,NA,87,5,8,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,49,no,74,NA,NA,18,NA,71,7,22,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,50,ambient,77,NA,NA,19,NA,78,4,18,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,I,cc,97,NA,NA,13,NA,83,4,13,0,0,0,0,0,0,0,0
2016,September,7,SDL,lo,J,cc,114,NA,NA,30,NA,88,3,9,0,0,0,0,0,0,0,0
2016,September,7,SDL,mid,31,ambient,38,NA,NA,9,46.15,33,1,25,41,0,0,0,0,0,0,0
2016,September,7,SDL,mid,32,no,56,NA,NA,22,45.1,49,4,34,12,0,0,0,0,0,0,0
2016,September,7,SDL,mid,33,no,48,NA,NA,13,45.5,44,8,34,14,0,0,0,0,0,0,0
2016,September,7,SDL,mid,34,ambient,33,NA,NA,12,49.25,28,4,36,32,0,0,0,0,0,0,0
2016,September,7,SDL,mid,35,ambient,38,NA,NA,12,44.2,33,8,27,32,0,0,0,0,0,0,0
2016,September,7,SDL,mid,36,no,43,NA,NA,15,41.3,55,1,31,13,0,0,0,0,0,0,0
2016,September,7,SDL,mid,37,ambient,30,NA,NA,10,50.2,30,2,19,49,0,0,0,0,0,0,0
2016,September,7,SDL,mid,38,no,48,NA,NA,9,34.65,32,10,31,28,0,0,0,0,0,0,0
2016,September,7,SDL,mid,39,ambient,55,NA,NA,19,45.05,51,7,18,25,0,0,0,0,0,0,0
2016,September,7,SDL,mid,40,no,52,NA,NA,13,53.5,41,1,26,33,0,0,0,0,0,0,0
2016,September,7,SDL,mid,G,cc,23,NA,NA,2,55.85,12,13,41,34,0,0,0,0,0,0,0
2016,September,7,SDL,mid,H,cc,58,NA,NA,3,51.3,38,11,26,25,0,0,0,0,0,0,0
2016,October,7,KF1,reg,1,ambient,43,NA,NA,0,40.4,23,7,15,57,0,0,0,0,0,0,0
2016,October,7,KF1,reg,2,ambient,81,NA,NA,0,42.65,26,8,11,55,0,0,0,0,0,0,0
2016,October,7,KF1,reg,3,no,86,NA,NA,1,33.75,52,2,12,35,0,0,0,0,0,0,0
2016,October,7,KF1,reg,4,ambient,51,NA,NA,0,34.55,33,0,1,67,0,0,0,0,0,0,0
2016,October,7,KF1,reg,5,no,67,NA,NA,0,37.6,24,6,14,42,3,13,0,0,0,0,0
2016,October,7,KF1,reg,6,no,53,NA,NA,3,38.1,16,7,7,56,0,13,0,0,0,0,0
2016,October,7,KF1,reg,7,ambient,61,NA,NA,2,42.85,24,5,10,58,0,3,0,0,0,0,0
2016,October,7,KF1,reg,8,ambient,62,NA,NA,4,44,45,6,5,40,0,5,0,0,0,0,0
2016,October,7,KF1,reg,9,no,67,NA,NA,2,43.15,36,16,6,43,0,1,0,0,0,0,0
2016,October,7,KF1,reg,10,no,97,NA,NA,2,38.3,56,3,5,38,0,0,0,0,0,0,0
2016,October,7,KF1,reg,A,cc,92,NA,NA,5,39.05,54,8,12,20,0,7,0,0,0,0,0
2016,October,7,KF1,reg,B,cc,58,NA,NA,1,35.4,32,1,8,57,0,1,1,0,0,0,0
2016,October,7,KF2,reg,11,ambient,104,NA,NA,2,42.8,58,8,20,14,2,0,0,0,0,0,0
2016,October,7,KF2,reg,12,no,81,NA,NA,3,27.8,32,8,11,48,0,0,0,0,0,0,0
2016,October,7,KF2,reg,13,no,12,NA,NA,0,45.1,10,15,14,49,4,3,5,0,2,0,0
2016,October,7,KF2,reg,14,no,114,NA,NA,5,44.45,52,5,19,24,0,0,0,0,0,0,0
2016,October,7,KF2,reg,15,ambient,58,NA,NA,1,47.85,28,9,10,39,11,5,0,0,0,0,0
2016,October,7,KF2,reg,16,no,125,NA,NA,3,41.7,47,7,10,37,0,0,0,0,0,0,0
2016,October,7,KF2,reg,17,ambient,44,NA,NA,2,45.1,28,7,11,53,1,1,0,0,0,0,0
2016,October,7,KF2,reg,18,no,9,NA,NA,3,44.85,14,7,8,44,0,0,27,0,0,0,0
2016,October,7,KF2,reg,19,ambient,40,NA,NA,3,43.75,17,12,40,29,0,2,0,0,0,0,0
2016,October,7,KF2,reg,20,ambient,102,NA,NA,3,52.75,40,13,8,36,0,4,0,0,0,0,0
2016,October,7,KF2,reg,C,cc,101,NA,NA,4,37.5,37,3,16,28,0,17,0,0,0,0,0
2016,October,7,KF2,reg,D,cc,109,NA,NA,4,41.1,40,5,15,34,0,6,0,0,0,0,0
2016,October,8,SDL,hi,21,no,NA,NA,NA,NA,18.5,0,0,23,77,0,0,0,0,0,0,0
2016,October,8,SDL,hi,22,no,NA,NA,NA,NA,17.9,0,0,22,78,0,0,0,0,0,0,0
2016,October,8,SDL,hi,23,ambient,NA,NA,NA,NA,17.8,0,0,15,85,0,0,0,0,0,0,0
2016,October,8,SDL,hi,24,no,NA,NA,NA,NA,12.6,0,0,25,75,0,0,0,0,0,0,0
2016,October,8,SDL,hi,25,ambient,NA,NA,NA,NA,29.7,0,0,11,89,0,0,0,0,0,0,0
2016,October,8,SDL,hi,26,ambient,NA,NA,NA,NA,50.1,0,0,13,87,0,0,0,0,0,0,0
2016,October,8,SDL,hi,27,no,NA,NA,NA,NA,43.1,0,0,24,76,0,0,0,0,0,0,0
2016,October,8,SDL,hi,28,no,NA,NA,NA,NA,33.6,0,0,12,88,0,0,0,0,0,0,0
2016,October,8,SDL,hi,29,ambient,NA,NA,NA,NA,37.4,0,0,11,89,0,0,0,0,0,0,0
2016,October,8,SDL,hi,30,ambient,NA,NA,NA,NA,30.4,0,0,19,81,0,0,0,0,0,0,0
2016,October,8,SDL,hi,E,cc,NA,NA,NA,NA,32,0,0,21,79,0,0,0,0,0,0,0
2016,October,8,SDL,hi,F,cc,NA,NA,NA,NA,19.3,0,0,18,78,0,0,4,0,0,0,0
2016,October,8,SDL,lo,41,no,51,NA,NA,25,NA,32,32,35,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,42,no,54,NA,NA,27,NA,38,18,44,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,43,ambient,59,NA,NA,21,NA,43,15,42,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,44,ambient,55,NA,NA,16,NA,41,14,44,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,45,ambient,49,NA,NA,19,NA,39,12,49,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,46,no,43,NA,NA,13,NA,37,15,47,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,47,ambient,41,NA,NA,10,NA,45,12,43,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,48,no,46,NA,NA,18,NA,49,25,26,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,49,no,47,NA,NA,21,NA,40,11,49,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,50,ambient,65,NA,NA,20,NA,48,15,37,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,I,cc,58,NA,NA,9,NA,50,26,24,0,0,0,0,0,0,0,0
2016,October,8,SDL,lo,J,cc,82,NA,NA,33,NA,42,16,42,0,0,0,0,0,0,0,0
2016,October,8,SDL,mid,31,ambient,33,NA,NA,7,35.8,33,7,20,40,0,0,0,0,0,0,0
2016,October,8,SDL,mid,32,no,36,NA,NA,9,45.15,42,7,37,14,0,0,0,0,0,0,0
2016,October,8,SDL,mid,33,no,35,NA,NA,8,46.85,28,12,39,21,0,0,0,0,0,0,0
2016,October,8,SDL,mid,34,ambient,21,NA,NA,6,51.55,10,18,24,49,0,0,0,0,0,0,0
2016,October,8,SDL,mid,35,ambient,39,NA,NA,12,38.5,15,10,25,50,0,0,0,0,0,0,0
2016,October,8,SDL,mid,36,no,52,NA,NA,13,39.1,54,4,25,17,0,0,0,0,0,0,0
2016,October,8,SDL,mid,37,ambient,36,NA,NA,14,51.75,35,0,18,47,0,0,0,0,0,0,0
2016,October,8,SDL,mid,38,no,49,NA,NA,15,34.8,28,15,26,31,0,0,0,0,0,0,0
2016,October,8,SDL,mid,39,ambient,48,NA,NA,27,41.7,49,13,13,25,0,0,0,0,0,0,0
2016,October,8,SDL,mid,40,no,46,NA,NA,26,49.95,39,9,22,32,0,0,0,0,0,0,0
2016,October,8,SDL,mid,G,cc,28,NA,NA,3,55.1,27,6,33,34,0,0,0,0,0,0,0
2016,October,8,SDL,mid,H,cc,50,NA,NA,13,44.75,44,12,23,20,0,0,0,0,0,0,0
2017,April,14,KF1,reg,1,ambient,51,34,17,0,40.8,13,14,23,52,0,1,0,0,0,0,0
2017,April,14,KF1,reg,2,ambient,101,52,49,0,37.4,27,11,3,49,9,0,0,0,0,0,0
2017,April,14,KF1,reg,3,no,93,48,45,0,33.65,37,28,1,32,2,0,0,0,0,0,0
2017,April,14,KF1,reg,4,ambient,52,27,25,0,42.65,18,15,8,59,0,0,0,0,0,0,0
2017,April,14,KF1,reg,5,no,81,40,41,0,35.1,24,9,9,33,16,8,0,0,0,0,0
2017,April,14,KF1,reg,6,no,70,44,26,0,41.3,11,10,6,56,4,13,0,0,0,0,0
2017,April,14,KF1,reg,7,ambient,91,42,49,0,40.6,21,15,8,54,1,1,0,0,0,0,0
2017,April,14,KF1,reg,8,ambient,77,36,41,0,41.65,21,22,4,50,0,3,0,0,0,0,0
2017,April,14,KF1,reg,9,no,70,26,44,0,44.2,16,17,2,60,0,4,0,0,0,0,0
2017,April,14,KF1,reg,10,no,100,33,67,0,42.4,13,26,0,60,0,1,0,0,0,0,0
2017,April,14,KF1,reg,51,high,76,53,23,0,33.3,44,14,12,32,0,0,0,0,0,0,0
2017,April,14,KF1,reg,52,high,89,58,31,0,42.3,50,5,25,20,0,0,0,0,0,0,0
2017,April,14,KF1,reg,53,high,NA,NA,NA,NA,32.55,15,2,5,66,0,3,9,0,0,0,0
2017,April,14,KF1,reg,54,high,96,73,23,0,38.15,36,10,16,35,1,0,2,0,0,0,0
2017,April,14,KF1,reg,55,high,99,64,35,0,27.65,39,20,9,23,0,8,0,0,0,0,0
2017,April,14,KF1,reg,A,cc,112,68,44,0,39.95,22,11,8,40,0,19,0,0,0,0,0
2017,April,14,KF1,reg,B,cc,79,46,33,0,42.85,22,18,10,44,0,4,1,0,0,0,0
2017,April,14,KF1,reg,K,cc,121,79,42,0,46.5,65,6,15,12,0,0,0,0,0,0,0
2017,April,14,KF1,reg,L,cc,60,52,8,0,37.7,35,1,29,32,3,0,0,0,0,0,0
2017,April,14,KF1,reg,M,cc,68,31,37,0,28.3,24,9,8,53,0,3,3,0,0,0,0
2017,April,14,KF1,reg,N,ncc,45,34,11,0,43.7,31,8,14,50,0,0,0,0,0,0,0
2017,April,14,KF1,reg,O,ncc,69,48,21,0,29.2,41,13,16,29,0,1,0,0,0,0,0
2017,April,14,KF1,reg,P,ncc,48,42,6,0,32.6,40,5,9,25,4,17,0,0,0,0,0
2017,April,14,KF1,reg,Q,ncc,123,86,37,0,36.85,65,9,6,13,2,5,0,0,0,0,0
2017,April,14,KF1,reg,R,ncc,114,74,40,0,29.15,35,30,16,15,0,4,0,0,0,0,0
2017,April,14,KF2,reg,11,ambient,93,54,39,0,38.55,20,26,18,27,10,0,0,0,0,0,0
2017,April,14,KF2,reg,12,no,88,41,47,0,48.15,16,9,23,47,6,0,0,0,0,0,0
2017,April,14,KF2,reg,13,no,27,9,18,0,47.1,4,13,3,73,1,1,4,0,1,0,0
2017,April,14,KF2,reg,14,no,104,55,49,0,44.6,26,27,6,41,0,0,0,0,0,0,0
2017,April,14,KF2,reg,15,ambient,93,59,34,0,46.45,21,11,8,55,0,5,0,0,0,0,0
2017,April,14,KF2,reg,16,no,81,38,43,0,52.65,13,27,6,50,2,0,0,0,0,0,0
2017,April,14,KF2,reg,17,ambient,82,36,46,0,35.15,19,20,7,49,0,5,0,0,0,0,0
2017,April,14,KF2,reg,18,no,21,9,12,0,51.1,5,11,0,62,0,1,15,3,4,0,0
2017,April,14,KF2,reg,19,ambient,56,37,19,0,36.55,13,18,15,45,3,5,0,0,0,0,0
2017,April,14,KF2,reg,20,ambient,121,71,50,0,52.7,27,18,7,36,8,4,0,0,0,0,0
2017,April,14,KF2,reg,56,high,144,98,46,0,58,54,9,9,24,0,4,0,0,0,0,0
2017,April,14,KF2,reg,57,high,108,66,42,0,35.7,35,23,22,18,1,0,0,0,0,0,0
2017,April,14,KF2,reg,58,high,163,106,57,0,35.2,46,7,8,34,3,2,0,0,0,0,0
2017,April,14,KF2,reg,59,high,107,66,41,0,46.75,45,16,10,23,3,3,0,0,0,0,0
2017,April,14,KF2,reg,60,high,140,87,53,0,42.65,52,13,5,19,0,11,0,0,0,0,0
2017,April,14,KF2,reg,C,cc,113,61,52,0,54.2,28,32,2,24,0,8,0,0,0,0,0
2017,April,14,KF2,reg,D,cc,117,74,43,0,43.2,46,16,10,19,0,9,0,0,0,0,0
2017,April,14,KF2,reg,S,cc,95,68,27,0,19.55,39,9,26,21,1,5,0,0,0,0,0
2017,April,14,KF2,reg,T,cc,98,63,35,0,34.25,37,12,18,28,1,4,0,0,0,0,0
2017,April,14,KF2,reg,U,cc,154,101,53,0,32.1,68,13,6,12,1,0,0,0,0,0,0
2017,April,14,KF2,reg,V,ncc,82,59,23,0,28.5,24,11,13,51,0,0,0,0,0,0,0
2017,April,14,KF2,reg,W,ncc,124,71,53,0,35.05,33,23,19,11,14,0,0,0,0,0,0
2017,April,14,KF2,reg,X,ncc,72,44,28,0,34.95,28,19,16,22,2,15,0,0,0,0,0
2017,April,14,KF2,reg,Y,ncc,81,44,37,0,34.3,33,16,22,22,6,1,0,0,0,0,0
2017,April,14,KF2,reg,Z,ncc,151,83,68,0,42.4,55,21,9,11,0,4,0,0,0,0,0
2017,April,15,SDL,hi,21,no,NA,NA,NA,NA,19.4,0,0,25,44,0,0,0,0,0,0,0
2017,April,15,SDL,hi,22,no,NA,NA,NA,NA,19,0,0,33,40,0,0,0,0,0,0,0
2017,April,15,SDL,hi,23,ambient,NA,NA,NA,NA,20.5,0,0,11,42,0,0,0,0,0,0,0
2017,April,15,SDL,hi,24,no,NA,NA,NA,NA,16.3,0,0,15,59,0,0,0,0,0,0,0
2017,April,15,SDL,hi,25,ambient,NA,NA,NA,NA,39.1,0,0,3,42,0,0,0,0,0,0,0
2017,April,15,SDL,hi,26,ambient,NA,NA,NA,NA,41.4,0,0,19,40,0,0,0,0,0,0,0
2017,April,15,SDL,hi,27,no,NA,NA,NA,NA,37,0,0,10,61,0,0,0,0,0,0,0
2017,April,15,SDL,hi,28,no,NA,NA,NA,NA,33.9,0,0,5,64,0,0,0,0,0,0,0
2017,April,15,SDL,hi,29,ambient,NA,NA,NA,NA,42.8,0,0,24,45,0,0,0,0,0,0,0
2017,April,15,SDL,hi,30,ambient,NA,NA,NA,NA,41.2,0,0,24,46,0,0,0,0,0,0,0
2017,April,15,SDL,hi,AA,cc,NA,NA,NA,NA,31.2,0,0,20,50,0,0,0,0,0,0,0
2017,April,15,SDL,hi,BB,cc,NA,NA,NA,NA,30.1,0,0,19,34,0,0,0,0,0,0,0
2017,April,15,SDL,hi,CC,cc,,,,,,0,0,19,42,0,0,2,0,0,0,0
2017,April,15,SDL,hi,DD,ncc,NA,NA,NA,NA,14.75,0,0,15,37,0,0,0,0,0,0,0
2017,April,15,SDL,hi,E,cc,NA,NA,NA,NA,17.5,0,0,24,48,0,0,0,0,0,0,0
2017,April,15,SDL,hi,EE,ncc,NA,NA,NA,NA,26.4,0,0,18,50,0,0,0,0,0,0,0
2017,April,15,SDL,hi,F,cc,NA,NA,NA,NA,23.9,0,0,28,56,0,0,1,0,0,0,0
2017,April,15,SDL,hi,FF,ncc,NA,NA,NA,NA,25.1,0,0,25,54,0,0,0,0,0,0,0
2017,April,15,SDL,hi,GG,ncc,NA,NA,NA,NA,26.2,0,0,32,35,0,0,0,0,0,0,0
2017,April,15,SDL,hi,HH,ncc,NA,NA,NA,NA,13.9,0,0,17,51,0,0,0,0,0,0,0
2017,April,15,SDL,lo,41,no,65,17,48,0,NA,23,50,27,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,42,no,69,21,48,0,NA,37,40,23,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,43,ambient,79,27,52,0,NA,39,42,19,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,44,ambient,79,26,53,0,NA,32,50,18,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,45,ambient,78,23,55,0,NA,37,39,24,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,46,no,63,17,46,0,NA,42,35,23,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,47,ambient,68,19,49,0,NA,39,42,19,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,48,no,80,19,61,0,NA,31,48,21,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,49,no,55,14,41,0,NA,15,53,31,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,50,ambient,75,19,56,0,NA,32,40,28,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,J,cc,63,26,37,0,NA,46,28,26,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,J,cc,75,18,57,0,NA,29,49,22,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,QQ,ncc,64,37,27,0,NA,27,49,24,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,RR,cc,68,35,33,0,NA,52,27,22,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,SS,cc,52,30,22,0,NA,43,17,32,8,0,0,0,0,0,0,0
2017,April,15,SDL,lo,TT,cc,82,33,49,0,NA,39,35,26,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,UU,ncc,64,24,40,0,NA,29,43,28,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,VV,ncc,65,43,22,0,NA,50,6,45,0,0,0,0,0,0,0,0
2017,April,15,SDL,lo,XX,ncc,52,32,20,0,NA,61,19,16,4,0,0,0,0,0,0,0
2017,April,15,SDL,lo,YY,ncc,35,17,18,0,NA,32,44,24,0,0,0,0,0,0,0,0
2017,April,15,SDL,mid,31,ambient,54,16,38,0,43.75,20,16,13,52,0,0,0,0,0,0,0
2017,April,15,SDL,mid,32,no,70,28,42,0,44.75,39,36,11,15,0,0,0,0,0,0,0
2017,April,15,SDL,mid,33,no,50,13,37,0,48.4,21,25,24,30,0,0,0,0,0,0,0
2017,April,15,SDL,mid,34,ambient,34,10,24,0,51.15,12,22,14,52,0,0,0,0,0,0,0
2017,April,15,SDL,mid,35,ambient,54,25,29,0,36.2,20,21,24,35,0,0,0,0,0,0,0
2017,April,15,SDL,mid,36,no,57,36,21,0,48.7,45,43,9,2,0,0,0,0,0,0,0
2017,April,15,SDL,mid,37,ambient,47,27,20,0,44.25,38,15,9,39,0,0,0,0,0,0,0
2017,April,15,SDL,mid,38,no,50,27,23,0,28.05,33,31,11,25,0,0,0,0,0,0,0
2017,April,15,SDL,mid,39,ambient,60,23,37,0,51.3,32,39,9,20,0,0,0,0,0,0,0
2017,April,15,SDL,mid,40,no,48,23,25,0,48.85,29,44,4,23,0,0,0,0,0,0,0
2017,April,15,SDL,mid,61,high,96,37,59,0,43.2,45,19,3,21,0,0,12,0,0,0,0
2017,April,15,SDL,mid,62,high,71,24,47,0,41.25,45,12,15,28,0,0,0,0,0,0,0
2017,April,15,SDL,mid,63,high,62,44,18,0,59.3,46,6,11,38,0,0,0,0,0,0,0
2017,April,15,SDL,mid,64,high,31,28,3,0,39.2,50,4,7,38,0,0,0,0,0,0,0
2017,April,15,SDL,mid,65,high,25,21,4,0,54.25,37,0,23,38,0,0,2,0,0,0,0
2017,April,15,SDL,mid,G,cc,44,18,26,0,52.2,36,1,26,36,0,0,0,0,0,0,0
2017,April,15,SDL,mid,H,cc,54,22,32,0,37.7,30,19,15,36,0,0,0,0,0,0,0
2017,April,15,SDL,mid,II,cc,45,20,25,0,53.1,29,27,4,40,0,0,0,0,0,0,0
2017,April,15,SDL,mid,JJ,cc,35,15,20,0,37.2,16,1,26,57,0,0,0,0,0,0,0
2017,April,15,SDL,mid,KK,cc,30,16,14,0,47.3,43,34,4,19,0,0,0,0,0,0,0
2017,April,15,SDL,mid,LL,ncc,79,33,46,0,46.55,40,12,17,31,0,0,0,0,0,0,0
2017,April,15,SDL,mid,MM,ncc,46,15,31,0,48.45,37,17,16,30,0,0,0,0,0,0,0
2017,April,15,SDL,mid,NN,ncc,36,18,18,0,47.35,44,18,7,31,0,0,0,0,0,0,0
2017,April,15,SDL,mid,OO,ncc,46,33,13,0,20.4,47,23,24,6,0,0,0,0,0,0,0
2017,April,15,SDL,mid,PP,ncc,15,9,6,0,11.35,20,4,20,55,0,0,0,0,0,0,0
2017,June,8,KF1,reg,1,ambient,37,21,16,0,42.2,18,0,10,69,2,1,0,0,0,0,0
2017,June,8,KF1,reg,2,ambient,45,29,16,0,30.2,22,2,4,48,24,0,0,0,0,0,0
2017,June,8,KF1,reg,3,no,75,48,27,0,38.85,27,12,11,34,15,0,0,0,0,0,0
2017,June,8,KF1,reg,4,ambient,36,27,9,0,43.05,13,3,5,79,0,0,0,0,0,0,0
