Year,Month,Date,Marsh,Zone,Cage,Treatment,CordgrassHeight
2016,September,8,KF2,reg,14,no,52.2
2016,September,8,KF2,reg,14,no,53.1
2016,September,8,KF2,reg,14,no,59.7
2016,September,8,KF2,reg,14,no,60.7
2016,September,8,KF2,reg,14,no,71.2
2016,September,8,KF2,reg,14,no,72.3
2016,September,8,KF2,reg,14,no,86
2016,September,8,KF2,reg,15,ambient,39.8
2016,September,8,KF2,reg,15,ambient,41.1
2016,September,8,KF2,reg,15,ambient,52
2016,September,8,KF2,reg,15,ambient,53.8
2016,September,8,KF2,reg,15,ambient,55.6
2016,September,8,KF2,reg,15,ambient,58.7
2016,September,8,KF2,reg,15,ambient,63.2
2016,September,8,KF2,reg,15,ambient,64
2016,September,8,KF2,reg,15,ambient,66.8
2016,September,8,KF2,reg,15,ambient,72.9
2016,September,8,KF2,reg,16,no,39.2
2016,September,8,KF2,reg,16,no,51.1
2016,September,8,KF2,reg,16,no,51.8
2016,September,8,KF2,reg,16,no,53.9
2016,September,8,KF2,reg,16,no,56.5
2016,September,8,KF2,reg,16,no,57.6
2016,September,8,KF2,reg,16,no,58.6
2016,September,8,KF2,reg,16,no,59.3
2016,September,8,KF2,reg,16,no,62.2
2016,September,8,KF2,reg,16,no,63.6
2016,September,8,KF2,reg,17,ambient,31.4
2016,September,8,KF2,reg,17,ambient,33.6
2016,September,8,KF2,reg,17,ambient,55.2
2016,September,8,KF2,reg,17,ambient,55.7
2016,September,8,KF2,reg,17,ambient,59
2016,September,8,KF2,reg,17,ambient,59.5
2016,September,8,KF2,reg,17,ambient,61.7
2016,September,8,KF2,reg,17,ambient,61.8
2016,September,8,KF2,reg,17,ambient,62.4
2016,September,8,KF2,reg,17,ambient,63.8
2016,September,8,KF2,reg,18,no,19.2
2016,September,8,KF2,reg,18,no,21.8
2016,September,8,KF2,reg,18,no,34.7
2016,September,8,KF2,reg,18,no,51.9
2016,September,8,KF2,reg,18,no,62.5
2016,September,8,KF2,reg,18,no,63
2016,September,8,KF2,reg,18,no,63.2
2016,September,8,KF2,reg,18,no,67.6
2016,September,8,KF2,reg,18,no,80.2
2016,September,8,KF2,reg,18,no,81.1
2016,September,8,KF2,reg,19,ambient,39.3
2016,September,8,KF2,reg,19,ambient,43.1
2016,September,8,KF2,reg,19,ambient,45.9
2016,September,8,KF2,reg,19,ambient,47.9
2016,September,8,KF2,reg,19,ambient,48.9
2016,September,8,KF2,reg,19,ambient,54.9
2016,September,8,KF2,reg,19,ambient,57
2016,September,8,KF2,reg,19,ambient,58.6
2016,September,8,KF2,reg,19,ambient,68.9
2016,September,8,KF2,reg,19,ambient,71.2
2016,September,8,KF2,reg,20,ambient,42.6
2016,September,8,KF2,reg,20,ambient,43.2
2016,September,8,KF2,reg,20,ambient,51.5
2016,September,8,KF2,reg,20,ambient,55.8
2016,September,8,KF2,reg,20,ambient,58.2
2016,September,8,KF2,reg,20,ambient,58.7
2016,September,8,KF2,reg,20,ambient,59.3
2016,September,8,KF2,reg,20,ambient,61
2016,September,8,KF2,reg,20,ambient,66.2
2016,September,8,KF2,reg,20,ambient,78.5
2016,September,8,KF2,reg,C,cc,39.6
2016,September,8,KF2,reg,C,cc,40
2016,September,8,KF2,reg,C,cc,50.2
2016,September,8,KF2,reg,C,cc,56.4
2016,September,8,KF2,reg,C,cc,57.1
2016,September,8,KF2,reg,C,cc,57.3
2016,September,8,KF2,reg,C,cc,60.5
2016,September,8,KF2,reg,C,cc,64.7
2016,September,8,KF2,reg,C,cc,70
2016,September,8,KF2,reg,C,cc,74.6
2016,September,8,KF2,reg,D,cc,45.2
2016,September,8,KF2,reg,D,cc,47.3
2016,September,8,KF2,reg,D,cc,50
2016,September,8,KF2,reg,D,cc,57.4
2016,September,8,KF2,reg,D,cc,58.9
2016,September,8,KF2,reg,D,cc,58.9
2016,September,8,KF2,reg,D,cc,66.3
2016,September,8,KF2,reg,D,cc,67.1
2016,September,8,KF2,reg,D,cc,75.2
2016,September,8,KF2,reg,D,cc,76.5
2016,October,7,KF1,reg,1,ambient,36
2016,October,7,KF1,reg,1,ambient,43.1
2016,October,7,KF1,reg,1,ambient,44.9
2016,October,7,KF1,reg,1,ambient,49.6
2016,October,7,KF1,reg,1,ambient,51.5
2016,October,7,KF1,reg,1,ambient,53
2016,October,7,KF1,reg,1,ambient,54.2
2016,October,7,KF1,reg,1,ambient,54.4
2016,October,7,KF1,reg,1,ambient,56.4
2016,October,7,KF1,reg,1,ambient,57.3
2016,October,7,KF1,reg,2,ambient,35.7
2016,October,7,KF1,reg,2,ambient,42.1
2016,October,7,KF1,reg,2,ambient,43
2016,October,7,KF1,reg,2,ambient,43.5
2016,October,7,KF1,reg,2,ambient,43.9
2016,October,7,KF1,reg,2,ambient,46.3
2016,October,7,KF1,reg,2,ambient,49
2016,October,7,KF1,reg,2,ambient,49.2
2016,October,7,KF1,reg,2,ambient,50.1
2016,October,7,KF1,reg,2,ambient,66
2016,October,7,KF1,reg,3,no,43.7
2016,October,7,KF1,reg,3,no,50
2016,October,7,KF1,reg,3,no,50.7
2016,October,7,KF1,reg,3,no,54.1
2016,October,7,KF1,reg,3,no,54.5
2016,October,7,KF1,reg,3,no,56.5
2016,October,7,KF1,reg,3,no,58
2016,October,7,KF1,reg,3,no,60.7
2016,October,7,KF1,reg,3,no,64.6
2016,October,7,KF1,reg,3,no,65.5
2016,October,7,KF1,reg,4,ambient,42.5
2016,October,7,KF1,reg,4,ambient,44.8
2016,October,7,KF1,reg,4,ambient,45.4
2016,October,7,KF1,reg,4,ambient,47.5
2016,October,7,KF1,reg,4,ambient,49
2016,October,7,KF1,reg,4,ambient,51.5
2016,October,7,KF1,reg,4,ambient,51.6
2016,October,7,KF1,reg,4,ambient,52.8
2016,October,7,KF1,reg,4,ambient,57.3
2016,October,7,KF1,reg,4,ambient,57.7
2016,October,7,KF1,reg,5,no,31.4
2016,October,7,KF1,reg,5,no,42.3
2016,October,7,KF1,reg,5,no,42.9
2016,October,7,KF1,reg,5,no,46.7
2016,October,7,KF1,reg,5,no,52.6
2016,October,7,KF1,reg,5,no,52.8
2016,October,7,KF1,reg,5,no,58
2016,October,7,KF1,reg,5,no,58.7
2016,October,7,KF1,reg,5,no,59.2
2016,October,7,KF1,reg,5,no,60.9
2016,October,7,KF1,reg,6,no,31.1
2016,October,7,KF1,reg,6,no,38.6
2016,October,7,KF1,reg,6,no,42.1
2016,October,7,KF1,reg,6,no,44.9
2016,October,7,KF1,reg,6,no,50.4
2016,October,7,KF1,reg,6,no,51.1
2016,October,7,KF1,reg,6,no,54.3
2016,October,7,KF1,reg,6,no,54.5
2016,October,7,KF1,reg,6,no,55.6
2016,October,7,KF1,reg,6,no,57
2016,October,7,KF1,reg,7,ambient,43.2
2016,October,7,KF1,reg,7,ambient,45.4
2016,October,7,KF1,reg,7,ambient,48.2
2016,October,7,KF1,reg,7,ambient,48.9
2016,October,7,KF1,reg,7,ambient,52.1
2016,October,7,KF1,reg,7,ambient,53.9
2016,October,7,KF1,reg,7,ambient,54.6
2016,October,7,KF1,reg,7,ambient,56.2
2016,October,7,KF1,reg,7,ambient,57.4
2016,October,7,KF1,reg,7,ambient,57.9
2016,October,7,KF1,reg,8,ambient,44.4
2016,October,7,KF1,reg,8,ambient,47.5
2016,October,7,KF1,reg,8,ambient,53.5
2016,October,7,KF1,reg,8,ambient,53.6
2016,October,7,KF1,reg,8,ambient,54.1
2016,October,7,KF1,reg,8,ambient,54.2
2016,October,7,KF1,reg,8,ambient,56.3
2016,October,7,KF1,reg,8,ambient,57.7
2016,October,7,KF1,reg,8,ambient,59.8
2016,October,7,KF1,reg,8,ambient,66.8
2016,October,7,KF1,reg,9,no,28.7
2016,October,7,KF1,reg,9,no,43.4
2016,October,7,KF1,reg,9,no,43.7
2016,October,7,KF1,reg,9,no,44.5
2016,October,7,KF1,reg,9,no,50.8
2016,October,7,KF1,reg,9,no,50.9
2016,October,7,KF1,reg,9,no,51.8
2016,October,7,KF1,reg,9,no,51.9
2016,October,7,KF1,reg,9,no,58.1
2016,October,7,KF1,reg,9,no,58.3
2016,October,7,KF1,reg,10,no,42.1
2016,October,7,KF1,reg,10,no,45.2
2016,October,7,KF1,reg,10,no,49.6
2016,October,7,KF1,reg,10,no,51.6
2016,October,7,KF1,reg,10,no,55.7
2016,October,7,KF1,reg,10,no,56.5
2016,October,7,KF1,reg,10,no,66.1
2016,October,7,KF1,reg,10,no,66.7
2016,October,7,KF1,reg,10,no,67.4
2016,October,7,KF1,reg,10,no,68.1
2016,October,7,KF1,reg,A,cc,43.3
2016,October,7,KF1,reg,A,cc,43.9
2016,October,7,KF1,reg,A,cc,44.2
2016,October,7,KF1,reg,A,cc,45.6
2016,October,7,KF1,reg,A,cc,46.9
2016,October,7,KF1,reg,A,cc,50.3
2016,October,7,KF1,reg,A,cc,54.8
2016,October,7,KF1,reg,A,cc,58.5
2016,October,7,KF1,reg,A,cc,64.5
2016,October,7,KF1,reg,A,cc,74.5
2016,October,7,KF1,reg,B,cc,29.9
2016,October,7,KF1,reg,B,cc,32.5
2016,October,7,KF1,reg,B,cc,42.1
2016,October,7,KF1,reg,B,cc,43.5
2016,October,7,KF1,reg,B,cc,49.7
2016,October,7,KF1,reg,B,cc,50.2
2016,October,7,KF1,reg,B,cc,55.8
2016,October,7,KF1,reg,B,cc,58.4
2016,October,7,KF1,reg,B,cc,61
2016,October,7,KF1,reg,B,cc,62.8
2016,October,7,KF2,reg,11,ambient,16.6
2016,October,7,KF2,reg,11,ambient,46.7
2016,October,7,KF2,reg,11,ambient,48.4
2016,October,7,KF2,reg,11,ambient,50.5
2016,October,7,KF2,reg,11,ambient,56.3
2016,October,7,KF2,reg,11,ambient,56.7
2016,October,7,KF2,reg,11,ambient,60.2
2016,October,7,KF2,reg,11,ambient,62.4
2016,October,7,KF2,reg,11,ambient,62.9
2016,October,7,KF2,reg,11,ambient,63.5
2016,October,7,KF2,reg,12,no,44.9
2016,October,7,KF2,reg,12,no,50.3
2016,October,7,KF2,reg,12,no,54.7
2016,October,7,KF2,reg,12,no,56
2016,October,7,KF2,reg,12,no,56.5
2016,October,7,KF2,reg,12,no,58.5
2016,October,7,KF2,reg,12,no,69.4
2016,October,7,KF2,reg,12,no,69.5
2016,October,7,KF2,reg,12,no,70.2
2016,October,7,KF2,reg,12,no,74.4
2016,October,7,KF2,reg,13,no,26.9
2016,October,7,KF2,reg,13,no,35
2016,October,7,KF2,reg,13,no,35.3
2016,October,7,KF2,reg,13,no,51
2016,October,7,KF2,reg,13,no,54.9
2016,October,7,KF2,reg,13,no,55.3
2016,October,7,KF2,reg,13,no,61.7
2016,October,7,KF2,reg,13,no,63.3
2016,October,7,KF2,reg,13,no,64.4
2016,October,7,KF2,reg,13,no,68.4
2016,October,7,KF2,reg,14,no,39.4
2016,October,7,KF2,reg,14,no,42.7
2016,October,7,KF2,reg,14,no,42.8
2016,October,7,KF2,reg,14,no,43.8
2016,October,7,KF2,reg,14,no,51.9
2016,October,7,KF2,reg,14,no,52.6
2016,October,7,KF2,reg,14,no,52.9
2016,October,7,KF2,reg,14,no,58.8
2016,October,7,KF2,reg,14,no,65.2
2016,October,7,KF2,reg,14,no,73.6
2016,October,7,KF2,reg,15,ambient,35.6
2016,October,7,KF2,reg,15,ambient,36.6
2016,October,7,KF2,reg,15,ambient,36.9
2016,October,7,KF2,reg,15,ambient,40.1
2016,October,7,KF2,reg,15,ambient,45.5
2016,October,7,KF2,reg,15,ambient,47.5
2016,October,7,KF2,reg,15,ambient,51.4
2016,October,7,KF2,reg,15,ambient,55
2016,October,7,KF2,reg,15,ambient,58.9
2016,October,7,KF2,reg,15,ambient,73.8
2016,October,7,KF2,reg,16,no,34.8
2016,October,7,KF2,reg,16,no,35.7
2016,October,7,KF2,reg,16,no,39.7
2016,October,7,KF2,reg,16,no,43.1
2016,October,7,KF2,reg,16,no,47.1
2016,October,7,KF2,reg,16,no,48.1
2016,October,7,KF2,reg,16,no,50.7
2016,October,7,KF2,reg,16,no,52.9
2016,October,7,KF2,reg,16,no,54.8
2016,October,7,KF2,reg,16,no,63.6
2016,October,7,KF2,reg,17,ambient,40.7
2016,October,7,KF2,reg,17,ambient,41.3
2016,October,7,KF2,reg,17,ambient,41.9
2016,October,7,KF2,reg,17,ambient,45
2016,October,7,KF2,reg,17,ambient,46.1
2016,October,7,KF2,reg,17,ambient,47
2016,October,7,KF2,reg,17,ambient,47.5
2016,October,7,KF2,reg,17,ambient,59.2
2016,October,7,KF2,reg,17,ambient,60.4
2016,October,7,KF2,reg,17,ambient,64.4
2016,October,7,KF2,reg,18,no,22.1
2016,October,7,KF2,reg,18,no,22.3
2016,October,7,KF2,reg,18,no,23.4
2016,October,7,KF2,reg,18,no,62.9
2016,October,7,KF2,reg,18,no,63
2016,October,7,KF2,reg,18,no,63.5
2016,October,7,KF2,reg,18,no,67.9
2016,October,7,KF2,reg,18,no,81
2016,October,7,KF2,reg,18,no,82
2016,October,7,KF2,reg,19,ambient,25.2
2016,October,7,KF2,reg,19,ambient,29.3
2016,October,7,KF2,reg,19,ambient,37.4
2016,October,7,KF2,reg,19,ambient,39.7
2016,October,7,KF2,reg,19,ambient,40.4
2016,October,7,KF2,reg,19,ambient,40.4
2016,October,7,KF2,reg,19,ambient,41
2016,October,7,KF2,reg,19,ambient,45.5
2016,October,7,KF2,reg,19,ambient,47.3
2016,October,7,KF2,reg,19,ambient,50.6
2016,October,7,KF2,reg,20,ambient,37.8
2016,October,7,KF2,reg,20,ambient,40.5
2016,October,7,KF2,reg,20,ambient,43
2016,October,7,KF2,reg,20,ambient,43.3
2016,October,7,KF2,reg,20,ambient,47.8
2016,October,7,KF2,reg,20,ambient,50.6
2016,October,7,KF2,reg,20,ambient,52.3
2016,October,7,KF2,reg,20,ambient,56.4
2016,October,7,KF2,reg,20,ambient,58.7
2016,October,7,KF2,reg,20,ambient,74.9
2016,October,7,KF2,reg,C,cc,49.4
2016,October,7,KF2,reg,C,cc,49.6
2016,October,7,KF2,reg,C,cc,61.3
2016,October,7,KF2,reg,C,cc,61.4
2016,October,7,KF2,reg,C,cc,62.3
2016,October,7,KF2,reg,C,cc,65.6
2016,October,7,KF2,reg,C,cc,68.2
2016,October,7,KF2,reg,C,cc,68.4
2016,October,7,KF2,reg,C,cc,68.4
2016,October,7,KF2,reg,C,cc,75
2016,October,7,KF2,reg,D,cc,35.1
2016,October,7,KF2,reg,D,cc,37.1
2016,October,7,KF2,reg,D,cc,40
2016,October,7,KF2,reg,D,cc,44.3
2016,October,7,KF2,reg,D,cc,47.4
2016,October,7,KF2,reg,D,cc,49.2
2016,October,7,KF2,reg,D,cc,65
2016,October,7,KF2,reg,D,cc,65.7
2016,October,7,KF2,reg,D,cc,67.1
2016,October,7,KF2,reg,D,cc,67.9
2017,April,14,KF1,reg,1,ambient,18.6
2017,April,14,KF1,reg,1,ambient,19.2
2017,April,14,KF1,reg,1,ambient,32.1
2017,April,14,KF1,reg,1,ambient,36.4
2017,April,14,KF1,reg,1,ambient,38.6
2017,April,14,KF1,reg,1,ambient,43.1
2017,April,14,KF1,reg,1,ambient,48.3
2017,April,14,KF1,reg,1,ambient,48.5
2017,April,14,KF1,reg,1,ambient,48.8
2017,April,14,KF1,reg,1,ambient,55.3
2017,April,14,KF1,reg,2,ambient,20.5
2017,April,14,KF1,reg,2,ambient,27.8
2017,April,14,KF1,reg,2,ambient,36.3
2017,April,14,KF1,reg,2,ambient,42.5
2017,April,14,KF1,reg,2,ambient,44.5
2017,April,14,KF1,reg,2,ambient,46.1
2017,April,14,KF1,reg,2,ambient,46.7
2017,April,14,KF1,reg,2,ambient,46.8
2017,April,14,KF1,reg,2,ambient,47.3
2017,April,14,KF1,reg,2,ambient,50.4
2017,April,14,KF1,reg,3,no,36.7
2017,April,14,KF1,reg,3,no,40.4
2017,April,14,KF1,reg,3,no,43.7
2017,April,14,KF1,reg,3,no,45.6
2017,April,14,KF1,reg,3,no,48.4
2017,April,14,KF1,reg,3,no,48.9
2017,April,14,KF1,reg,3,no,54.9
2017,April,14,KF1,reg,3,no,55.4
2017,April,14,KF1,reg,3,no,56.9
2017,April,14,KF1,reg,3,no,58.3
2017,April,14,KF1,reg,4,ambient,25
2017,April,14,KF1,reg,4,ambient,34.4
2017,April,14,KF1,reg,4,ambient,44.1
2017,April,14,KF1,reg,4,ambient,44.8
2017,April,14,KF1,reg,4,ambient,47.5
2017,April,14,KF1,reg,4,ambient,48.3
2017,April,14,KF1,reg,4,ambient,51.7
2017,April,14,KF1,reg,4,ambient,53.4
2017,April,14,KF1,reg,4,ambient,54.2
2017,April,14,KF1,reg,4,ambient,58.6
2017,April,14,KF1,reg,5,no,19.9
2017,April,14,KF1,reg,5,no,28.8
2017,April,14,KF1,reg,5,no,33.1
2017,April,14,KF1,reg,5,no,33.5
2017,April,14,KF1,reg,5,no,39
2017,April,14,KF1,reg,5,no,39.8
2017,April,14,KF1,reg,5,no,40.1
2017,April,14,KF1,reg,5,no,41.7
2017,April,14,KF1,reg,5,no,46.3
2017,April,14,KF1,reg,5,no,49.3
2017,April,14,KF1,reg,6,no,17.5
2017,April,14,KF1,reg,6,no,36.9
2017,April,14,KF1,reg,6,no,37.5
2017,April,14,KF1,reg,6,no,41.4
2017,April,14,KF1,reg,6,no,41.9
2017,April,14,KF1,reg,6,no,42.3
2017,April,14,KF1,reg,6,no,42.4
2017,April,14,KF1,reg,6,no,46.7
2017,April,14,KF1,reg,6,no,50.3
2017,April,14,KF1,reg,6,no,50.4
2017,April,14,KF1,reg,7,ambient,25.1
2017,April,14,KF1,reg,7,ambient,30.5
2017,April,14,KF1,reg,7,ambient,38
2017,April,14,KF1,reg,7,ambient,38.4
2017,April,14,KF1,reg,7,ambient,43.6
2017,April,14,KF1,reg,7,ambient,45.6
2017,April,14,KF1,reg,7,ambient,45.8
2017,April,14,KF1,reg,7,ambient,46.8
2017,April,14,KF1,reg,7,ambient,47
2017,April,14,KF1,reg,7,ambient,50.9
2017,April,14,KF1,reg,8,ambient,32.6
2017,April,14,KF1,reg,8,ambient,33.4
2017,April,14,KF1,reg,8,ambient,38.1
2017,April,14,KF1,reg,8,ambient,39.4
2017,April,14,KF1,reg,8,ambient,43.2
2017,April,14,KF1,reg,8,ambient,43.5
2017,April,14,KF1,reg,8,ambient,46
2017,April,14,KF1,reg,8,ambient,47.2
2017,April,14,KF1,reg,8,ambient,47.5
2017,April,14,KF1,reg,8,ambient,48.9
2017,April,14,KF1,reg,9,no,30.5
2017,April,14,KF1,reg,9,no,31.4
2017,April,14,KF1,reg,9,no,32.4
2017,April,14,KF1,reg,9,no,35.2
2017,April,14,KF1,reg,9,no,37.2
2017,April,14,KF1,reg,9,no,37.6
2017,April,14,KF1,reg,9,no,37.9
2017,April,14,KF1,reg,9,no,38.3
2017,April,14,KF1,reg,9,no,40
2017,April,14,KF1,reg,9,no,50.5
2017,April,14,KF1,reg,10,no,30.7
2017,April,14,KF1,reg,10,no,31.4
2017,April,14,KF1,reg,10,no,34.5
2017,April,14,KF1,reg,10,no,37
2017,April,14,KF1,reg,10,no,45.3
2017,April,14,KF1,reg,10,no,45.9
2017,April,14,KF1,reg,10,no,47
2017,April,14,KF1,reg,10,no,47.9
2017,April,14,KF1,reg,10,no,52.5
2017,April,14,KF1,reg,10,no,56.9
2017,April,14,KF1,reg,51,high,33.7
2017,April,14,KF1,reg,51,high,34.6
2017,April,14,KF1,reg,51,high,37.8
2017,April,14,KF1,reg,51,high,39.1
2017,April,14,KF1,reg,51,high,41.3
2017,April,14,KF1,reg,51,high,44.8
2017,April,14,KF1,reg,51,high,45.3
2017,April,14,KF1,reg,51,high,47.1
2017,April,14,KF1,reg,51,high,47.2
2017,April,14,KF1,reg,51,high,53.6
2017,April,14,KF1,reg,52,high,38.7
2017,April,14,KF1,reg,52,high,38.9
2017,April,14,KF1,reg,52,high,40
2017,April,14,KF1,reg,52,high,41.7
2017,April,14,KF1,reg,52,high,42.5
2017,April,14,KF1,reg,52,high,44.1
2017,April,14,KF1,reg,52,high,44.4
2017,April,14,KF1,reg,52,high,44.8
2017,April,14,KF1,reg,52,high,46
2017,April,14,KF1,reg,52,high,49.2
2017,April,14,KF1,reg,53,high,30.7
2017,April,14,KF1,reg,53,high,32.5
2017,April,14,KF1,reg,53,high,37.6
2017,April,14,KF1,reg,53,high,38.6
2017,April,14,KF1,reg,53,high,41.5
2017,April,14,KF1,reg,53,high,46.6
2017,April,14,KF1,reg,53,high,48
2017,April,14,KF1,reg,53,high,48.2
2017,April,14,KF1,reg,53,high,51.9
2017,April,14,KF1,reg,53,high,53.5
2017,April,14,KF1,reg,54,high,19.7
2017,April,14,KF1,reg,54,high,26.1
2017,April,14,KF1,reg,54,high,30.5
2017,April,14,KF1,reg,54,high,32.1
2017,April,14,KF1,reg,54,high,34.6
2017,April,14,KF1,reg,54,high,38.3
2017,April,14,KF1,reg,54,high,40.9
2017,April,14,KF1,reg,54,high,41.7
2017,April,14,KF1,reg,54,high,47.4
2017,April,14,KF1,reg,54,high,48.3
2017,April,14,KF1,reg,55,high,30.6
2017,April,14,KF1,reg,55,high,30.7
2017,April,14,KF1,reg,55,high,31.6
2017,April,14,KF1,reg,55,high,31.9
2017,April,14,KF1,reg,55,high,33.7
2017,April,14,KF1,reg,55,high,33.9
2017,April,14,KF1,reg,55,high,36.8
2017,April,14,KF1,reg,55,high,40
2017,April,14,KF1,reg,55,high,40.8
2017,April,14,KF1,reg,55,high,45.5
2017,April,14,KF1,reg,A,cc,25.6
2017,April,14,KF1,reg,A,cc,28
2017,April,14,KF1,reg,A,cc,29.9
2017,April,14,KF1,reg,A,cc,34.6
2017,April,14,KF1,reg,A,cc,34.9
2017,April,14,KF1,reg,A,cc,35.3
2017,April,14,KF1,reg,A,cc,40.6
2017,April,14,KF1,reg,A,cc,41.8
2017,April,14,KF1,reg,A,cc,45.2
2017,April,14,KF1,reg,A,cc,45.9
2017,April,14,KF1,reg,B,cc,16.7
2017,April,14,KF1,reg,B,cc,22.3
2017,April,14,KF1,reg,B,cc,30.9
2017,April,14,KF1,reg,B,cc,32.5
2017,April,14,KF1,reg,B,cc,38
2017,April,14,KF1,reg,B,cc,38.3
2017,April,14,KF1,reg,B,cc,40.1
2017,April,14,KF1,reg,B,cc,44.5
2017,April,14,KF1,reg,B,cc,44.5
2017,April,14,KF1,reg,B,cc,46.2
2017,April,14,KF1,reg,K,cc,30.6
2017,April,14,KF1,reg,K,cc,32.5
2017,April,14,KF1,reg,K,cc,34.7
2017,April,14,KF1,reg,K,cc,35
2017,April,14,KF1,reg,K,cc,44.5
2017,April,14,KF1,reg,K,cc,45.4
2017,April,14,KF1,reg,K,cc,46
2017,April,14,KF1,reg,K,cc,46.3
2017,April,14,KF1,reg,K,cc,51.3
2017,April,14,KF1,reg,K,cc,51.7
2017,April,14,KF1,reg,L,cc,33.5
2017,April,14,KF1,reg,L,cc,35.6
2017,April,14,KF1,reg,L,cc,36.7
2017,April,14,KF1,reg,L,cc,37.2
2017,April,14,KF1,reg,L,cc,39.1
2017,April,14,KF1,reg,L,cc,39.5
2017,April,14,KF1,reg,L,cc,40.5
2017,April,14,KF1,reg,L,cc,40.5
2017,April,14,KF1,reg,L,cc,44.7
2017,April,14,KF1,reg,L,cc,46
2017,April,14,KF1,reg,M,cc,20.6
2017,April,14,KF1,reg,M,cc,27.5
2017,April,14,KF1,reg,M,cc,30.8
2017,April,14,KF1,reg,M,cc,32.3
2017,April,14,KF1,reg,M,cc,32.6
2017,April,14,KF1,reg,M,cc,34.6
2017,April,14,KF1,reg,M,cc,38.7
2017,April,14,KF1,reg,M,cc,42.7
2017,April,14,KF1,reg,M,cc,43.5
2017,April,14,KF1,reg,M,cc,44.5
2017,April,14,KF1,reg,N,ncc,33
2017,April,14,KF1,reg,N,ncc,35.6
2017,April,14,KF1,reg,N,ncc,36.9
2017,April,14,KF1,reg,N,ncc,37.1
2017,April,14,KF1,reg,N,ncc,37.2
2017,April,14,KF1,reg,N,ncc,39.5
2017,April,14,KF1,reg,N,ncc,44.3
2017,April,14,KF1,reg,N,ncc,47.8
2017,April,14,KF1,reg,N,ncc,55.4
2017,April,14,KF1,reg,N,ncc,56
2017,April,14,KF1,reg,O,ncc,28.1
2017,April,14,KF1,reg,O,ncc,30.5
2017,April,14,KF1,reg,O,ncc,30.7
2017,April,14,KF1,reg,O,ncc,34.1
2017,April,14,KF1,reg,O,ncc,35.3
2017,April,14,KF1,reg,O,ncc,35.6
2017,April,14,KF1,reg,O,ncc,36.8
2017,April,14,KF1,reg,O,ncc,37.8
2017,April,14,KF1,reg,O,ncc,37.9
2017,April,14,KF1,reg,O,ncc,38.5
2017,April,14,KF1,reg,P,ncc,28.2
2017,April,14,KF1,reg,P,ncc,28.5
2017,April,14,KF1,reg,P,ncc,28.9
2017,April,14,KF1,reg,P,ncc,29
2017,April,14,KF1,reg,P,ncc,29.3
2017,April,14,KF1,reg,P,ncc,32.1
2017,April,14,KF1,reg,P,ncc,32.8
2017,April,14,KF1,reg,P,ncc,35.5
2017,April,14,KF1,reg,P,ncc,36
2017,April,14,KF1,reg,P,ncc,40.9
2017,April,14,KF1,reg,Q,ncc,23.7
2017,April,14,KF1,reg,Q,ncc,24.2
2017,April,14,KF1,reg,Q,ncc,29
2017,April,14,KF1,reg,Q,ncc,32.2
2017,April,14,KF1,reg,Q,ncc,34.8
2017,April,14,KF1,reg,Q,ncc,35.1
2017,April,14,KF1,reg,Q,ncc,38.6
2017,April,14,KF1,reg,Q,ncc,39.1
2017,April,14,KF1,reg,Q,ncc,40.6
2017,April,14,KF1,reg,Q,ncc,41
2017,April,14,KF1,reg,R,ncc,20.7
2017,April,14,KF1,reg,R,ncc,30.9
2017,April,14,KF1,reg,R,ncc,33.9
2017,April,14,KF1,reg,R,ncc,34.5
2017,April,14,KF1,reg,R,ncc,35.2
2017,April,14,KF1,reg,R,ncc,40.5
2017,April,14,KF1,reg,R,ncc,41.6
2017,April,14,KF1,reg,R,ncc,41.6
2017,April,14,KF1,reg,R,ncc,43.6
2017,April,14,KF1,reg,R,ncc,45.7
2017,April,14,KF2,reg,11,ambient,20.5
2017,April,14,KF2,reg,11,ambient,27.6
2017,April,14,KF2,reg,11,ambient,31.8
2017,April,14,KF2,reg,11,ambient,33.2
2017,April,14,KF2,reg,11,ambient,38.3
2017,April,14,KF2,reg,11,ambient,40.9
2017,April,14,KF2,reg,11,ambient,45.9
2017,April,14,KF2,reg,11,ambient,54.5
2017,April,14,KF2,reg,11,ambient,59
2017,April,14,KF2,reg,11,ambient,61.6
2017,April,14,KF2,reg,12,no,33
2017,April,14,KF2,reg,12,no,43.5
2017,April,14,KF2,reg,12,no,43.6
2017,April,14,KF2,reg,12,no,44.5
2017,April,14,KF2,reg,12,no,44.9
2017,April,14,KF2,reg,12,no,48.1
2017,April,14,KF2,reg,12,no,48.1
2017,April,14,KF2,reg,12,no,48.7
2017,April,14,KF2,reg,12,no,51.6
2017,April,14,KF2,reg,12,no,54
2017,April,14,KF2,reg,13,no,19.6
2017,April,14,KF2,reg,13,no,20.2
2017,April,14,KF2,reg,13,no,21.5
2017,April,14,KF2,reg,13,no,25.3
2017,April,14,KF2,reg,13,no,37.7
2017,April,14,KF2,reg,13,no,43.5
2017,April,14,KF2,reg,13,no,45.8
2017,April,14,KF2,reg,13,no,46.6
2017,April,14,KF2,reg,13,no,60.1
2017,April,14,KF2,reg,14,no,27
2017,April,14,KF2,reg,14,no,30.7
2017,April,14,KF2,reg,14,no,32
2017,April,14,KF2,reg,14,no,33.2
2017,April,14,KF2,reg,14,no,33.4
2017,April,14,KF2,reg,14,no,35.1
2017,April,14,KF2,reg,14,no,40.9
