Year,Month,Day,Marsh,Zone,Cage,Treatment,Burrows,Pachy,Hemi,Fiddler,Green,Pitfall,Pitfall-F,Pitfall-P,Pitfall-G,Pitfall-H
2019,June,20,BOL,reg,22,ncc,10,0,0,0,0,NA,NA,NA,NA,NA
2019,June,20,BOL,reg,24,ncc,6,0,0,0,0,NA,NA,NA,NA,NA
2019,June,20,BOL,reg,25,cc,8,1,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,1,ncc,10,1,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,3,high,15,3,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,4,ambient,17,6,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,5,cc,15,2,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,6,high,19,4,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,7,high,7,2,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,8,ambient,23,4,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,9,cc,12,3,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,10,ambient,14,3,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,11,ncc,3,0,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,13,high,16,5,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,15,cc,9,2,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,17,ambient,6,2,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,18,ncc,7,1,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,19,cc,6,3,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,20,high,8,6,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,21,ambient,10,3,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,22,ncc,6,0,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,24,ncc,4,1,0,0,0,NA,NA,NA,NA,NA
2019,September,20,BOL,reg,25,cc,7,1,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,1,ncc,12,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,2,no,1,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,3,high,13,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,4,ambient,16,1,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,5,cc,10,1,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,6,high,15,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,7,high,9,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,8,ambient,15,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,9,cc,10,1,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,10,ambient,15,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,11,ncc,7,2,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,12,no,1,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,13,high,16,1,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,14,no,0,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,15,cc,2,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,16,no,0,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,17,ambient,1,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,18,ncc,5,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,19,cc,4,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,20,high,10,2,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,21,ambient,12,2,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,22,ncc,5,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,23,no,0,0,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,24,ncc,3,1,0,0,0,NA,NA,NA,NA,NA
2019,May,29,BOL,reg,25,cc,7,3,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,1,ncc,7,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,2,no,1,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,3,high,6,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,4,ambient,15,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,5,cc,10,1,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,6,high,12,1,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,7,high,6,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,8,ambient,13,2,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,9,cc,15,4,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,10,ambient,12,2,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,11,ncc,3,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,12,no,2,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,13,high,6,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,14,no,1,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,15,cc,4,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,16,no,0,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,17,ambient,4,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,18,ncc,5,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,19,cc,10,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,20,high,11,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,21,ambient,8,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,22,ncc,7,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,23,no,0,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,24,ncc,9,0,0,0,0,NA,NA,NA,NA,NA
2019,July,30,BOL,reg,25,cc,9,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,1,ncc,8,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,2,no,1,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,3,high,10,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,4,ambient,12,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,5,cc,9,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,6,high,11,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,7,high,7,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,8,ambient,8,3,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,9,cc,7,1,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,10,ambient,10,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,11,ncc,3,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,12,no,1,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,13,high,9,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,14,no,0,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,15,cc,6,1,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,16,no,0,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,17,ambient,4,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,18,ncc,5,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,19,cc,8,2,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,20,high,7,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,21,ambient,8,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,22,ncc,6,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,23,no,0,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,24,ncc,5,0,0,0,0,NA,NA,NA,NA,NA
2019,August,30,BOL,reg,25,cc,8,0,0,0,0,NA,NA,NA,NA,NA
2016,May,3,KF1,reg,3,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,May,3,KF1,reg,5,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,May,3,KF1,reg,6,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,May,3,KF1,reg,9,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,May,3,KF1,reg,10,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,August,4,KF1,reg,5,no,1,0,0,0,0,1,NA,1,NA,NA
2016,August,4,KF1,reg,6,no,0,0,0,0,0,1,NA,1,NA,NA
2016,August,4,KF1,reg,10,no,0,0,0,0,0,1,NA,1,NA,NA
2016,August,4,KF1,reg,3,no,3,0,0,0,0,2,NA,2,NA,NA
2016,August,4,KF1,reg,9,no,0,0,0,0,0,2,NA,2,NA,NA
2016,August,4,KF1,reg,1,ambient,15,0,0,0,0,NA,NA,NA,NA,NA
2016,August,4,KF1,reg,2,ambient,13,0,0,0,0,NA,NA,NA,NA,NA
2016,August,4,KF1,reg,4,ambient,26,1,0,0,0,NA,NA,NA,NA,NA
2016,August,4,KF1,reg,7,ambient,15,0,0,0,0,NA,NA,NA,NA,NA
2016,August,4,KF1,reg,8,ambient,28,0,0,0,0,NA,NA,NA,NA,NA
2016,August,4,KF1,reg,A,cc,16,0,0,0,0,NA,NA,NA,NA,NA
2016,August,4,KF1,reg,B,cc,27,0,0,0,0,NA,NA,NA,NA,NA
2016,July,7,KF1,reg,3,no,0,0,0,0,0,1,NA,1,NA,NA
2016,July,7,KF1,reg,9,no,0,1,0,0,0,1,NA,1,NA,NA
2016,July,7,KF1,reg,1,ambient,19,0,0,0,0,NA,NA,NA,NA,NA
2016,July,7,KF1,reg,2,ambient,13,0,0,0,0,NA,NA,NA,NA,NA
2016,July,7,KF1,reg,4,ambient,26,0,0,0,0,NA,NA,NA,NA,NA
2016,July,7,KF1,reg,5,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,July,7,KF1,reg,6,no,1,0,0,0,0,0,NA,NA,NA,NA
2016,July,7,KF1,reg,7,ambient,11,1,0,0,0,NA,NA,NA,NA,NA
2016,July,7,KF1,reg,8,ambient,16,1,0,0,0,NA,NA,NA,NA,NA
2016,July,7,KF1,reg,10,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,July,7,KF1,reg,A,cc,16,0,0,0,0,NA,NA,NA,NA,NA
2016,July,7,KF1,reg,B,cc,17,1,0,0,0,NA,NA,NA,NA,NA
2016,July,7,KF1,reg,1,ambient,17,0,0,0,0,NA,NA,NA,NA,NA
2016,October,7,KF1,reg,1,ambient,16,0,0,0,0,NA,NA,NA,NA,NA
2016,October,7,KF1,reg,2,ambient,11,0,0,0,0,NA,NA,NA,NA,NA
2016,October,7,KF1,reg,3,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,October,7,KF1,reg,4,ambient,26,0,0,0,0,NA,NA,NA,NA,NA
2016,October,7,KF1,reg,5,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,October,7,KF1,reg,6,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,October,7,KF1,reg,7,ambient,15,0,0,0,0,NA,NA,NA,NA,NA
2016,October,7,KF1,reg,8,ambient,19,0,0,0,0,NA,NA,NA,NA,NA
2016,October,7,KF1,reg,9,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,October,7,KF1,reg,10,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,October,7,KF1,reg,A,cc,17,0,0,0,0,NA,NA,NA,NA,NA
2016,October,7,KF1,reg,B,cc,21,0,0,0,0,NA,NA,NA,NA,NA
2016,September,8,KF1,reg,3,no,0,0,0,0,0,1,NA,1,NA,NA
2016,September,8,KF1,reg,9,no,0,0,0,0,0,1,NA,1,NA,NA
2016,September,8,KF1,reg,1,ambient,8,0,0,0,0,NA,NA,NA,NA,NA
2016,September,8,KF1,reg,2,ambient,12,0,0,0,0,NA,NA,NA,NA,NA
2016,September,8,KF1,reg,4,ambient,24,0,0,0,0,NA,NA,NA,NA,NA
2016,September,8,KF1,reg,5,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,September,8,KF1,reg,6,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,September,8,KF1,reg,7,ambient,16,1,0,0,0,NA,NA,NA,NA,NA
2016,September,8,KF1,reg,8,ambient,18,0,0,0,0,NA,NA,NA,NA,NA
2016,September,8,KF1,reg,10,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,September,8,KF1,reg,A,cc,19,0,0,0,0,NA,NA,NA,NA,NA
2016,September,8,KF1,reg,B,cc,25,0,0,0,0,NA,NA,NA,NA,NA
2016,June,9,KF1,reg,6,no,0,0,0,0,0,2,NA,2,NA,NA
2016,June,9,KF1,reg,1,ambient,17,0,0,0,0,NA,NA,NA,NA,NA
2016,June,9,KF1,reg,2,ambient,10,0,0,0,0,NA,NA,NA,NA,NA
2016,June,9,KF1,reg,3,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,June,9,KF1,reg,4,ambient,24,0,0,0,0,NA,NA,NA,NA,NA
2016,June,9,KF1,reg,5,no,2,0,0,0,0,0,NA,NA,NA,NA
2016,June,9,KF1,reg,7,ambient,7,0,0,0,0,NA,NA,NA,NA,NA
2016,June,9,KF1,reg,8,ambient,19,0,0,0,0,NA,NA,NA,NA,NA
2016,June,9,KF1,reg,9,no,5,1,0,0,0,0,NA,NA,NA,NA
2016,June,9,KF1,reg,10,no,1,0,0,0,0,0,NA,NA,NA,NA
2016,June,9,KF1,reg,A,cc,14,0,0,0,0,NA,NA,NA,NA,NA
2016,June,9,KF1,reg,B,cc,17,0,0,0,0,NA,NA,NA,NA,NA
2016,August,16,KF1,reg,6,no,0,0,0,0,0,1,NA,1,NA,NA
2016,August,16,KF1,reg,1,ambient,17,0,0,0,0,NA,NA,NA,NA,NA
2016,August,16,KF1,reg,2,ambient,11,0,0,0,0,NA,NA,NA,NA,NA
2016,August,16,KF1,reg,3,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,August,16,KF1,reg,4,ambient,25,0,0,0,0,NA,NA,NA,NA,NA
2016,August,16,KF1,reg,5,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,August,16,KF1,reg,7,ambient,13,0,0,0,0,NA,NA,NA,NA,NA
2016,August,16,KF1,reg,8,ambient,20,0,0,0,0,NA,NA,NA,NA,NA
2016,August,16,KF1,reg,9,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,August,16,KF1,reg,10,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,August,16,KF1,reg,A,cc,16,0,0,0,0,NA,NA,NA,NA,NA
2016,August,16,KF1,reg,B,cc,24,1,0,0,0,NA,NA,NA,NA,NA
2016,May,17,KF1,reg,10,no,1,0,0,0,0,1,NA,1,NA,NA
2016,May,17,KF1,reg,1,ambient,17,0,0,0,0,NA,NA,NA,NA,NA
2016,May,17,KF1,reg,2,ambient,10,0,0,0,0,NA,NA,NA,NA,NA
2016,May,17,KF1,reg,3,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,May,17,KF1,reg,4,ambient,23,0,0,0,0,NA,NA,NA,NA,NA
2016,May,17,KF1,reg,5,no,0,0,0,0,0,NA,NA,NA,NA,NA
2016,May,17,KF1,reg,6,no,5,1,0,0,0,0,NA,NA,NA,NA
2016,May,17,KF1,reg,7,ambient,8,0,0,0,0,NA,NA,NA,NA,NA
2016,May,17,KF1,reg,8,ambient,16,0,0,0,0,NA,NA,NA,NA,NA
2016,May,17,KF1,reg,9,no,2,0,0,0,0,0,NA,NA,NA,NA
2016,May,17,KF1,reg,A,cc,8,0,0,0,0,NA,NA,NA,NA,NA
2016,May,17,KF1,reg,B,cc,12,0,0,0,0,NA,NA,NA,NA,NA
2016,July,21,KF1,reg,9,no,0,0,0,0,0,4,NA,4,NA,NA
2016,July,21,KF1,reg,2,ambient,14,0,0,0,0,NA,NA,NA,NA,NA
2016,July,21,KF1,reg,3,no,0,1,0,0,0,0,NA,NA,NA,NA
2016,July,21,KF1,reg,4,ambient,31,0,0,0,0,NA,NA,NA,NA,NA
2016,July,21,KF1,reg,5,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,July,21,KF1,reg,6,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,July,21,KF1,reg,7,ambient,11,1,0,0,0,NA,NA,NA,NA,NA
2016,July,21,KF1,reg,8,ambient,23,2,0,0,0,NA,NA,NA,NA,NA
2016,July,21,KF1,reg,10,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,July,21,KF1,reg,A,cc,15,0,0,0,0,NA,NA,NA,NA,NA
2016,July,21,KF1,reg,B,cc,25,0,0,0,0,NA,NA,NA,NA,NA
2016,June,23,KF1,reg,6,no,1,0,0,0,0,1,NA,1,NA,NA
2016,June,23,KF1,reg,9,no,3,0,0,0,0,2,NA,2,NA,NA
2016,June,23,KF1,reg,1,ambient,22,0,0,0,0,NA,NA,NA,NA,NA
2016,June,23,KF1,reg,2,ambient,12,0,0,0,0,NA,NA,NA,NA,NA
2016,June,23,KF1,reg,3,no,1,0,0,0,0,0,NA,NA,NA,NA
2016,June,23,KF1,reg,4,ambient,24,1,0,0,0,NA,NA,NA,NA,NA
2016,June,23,KF1,reg,5,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,June,23,KF1,reg,7,ambient,11,1,0,1,0,NA,NA,NA,NA,NA
2016,June,23,KF1,reg,8,ambient,20,0,0,0,0,NA,NA,NA,NA,NA
2016,June,23,KF1,reg,10,no,3,0,0,0,0,0,NA,NA,NA,NA
2016,June,23,KF1,reg,A,cc,17,0,0,0,0,NA,NA,NA,NA,NA
2016,June,23,KF1,reg,B,cc,22,0,0,0,0,NA,NA,NA,NA,NA
2016,May,25,KF1,reg,6,no,2,0,0,0,0,1,NA,1,NA,NA
2016,May,25,KF1,reg,1,ambient,9,0,0,0,0,NA,NA,NA,NA,NA
2016,May,25,KF1,reg,2,ambient,9,0,0,0,0,NA,NA,NA,NA,NA
2016,May,25,KF1,reg,3,no,3,0,0,0,0,0,NA,NA,NA,NA
2016,May,25,KF1,reg,4,ambient,23,0,0,0,0,NA,NA,NA,NA,NA
2016,May,25,KF1,reg,5,no,1,0,0,0,0,0,NA,NA,NA,NA
2016,May,25,KF1,reg,7,ambient,7,0,0,1,0,NA,NA,NA,NA,NA
2016,May,25,KF1,reg,8,ambient,15,0,0,0,0,NA,NA,NA,NA,NA
2016,May,25,KF1,reg,9,no,2,0,0,0,0,0,NA,NA,NA,NA
2016,May,25,KF1,reg,10,no,1,0,0,0,0,0,NA,NA,NA,NA
2016,May,25,KF1,reg,A,cc,13,0,0,0,0,NA,NA,NA,NA,NA
2016,May,25,KF1,reg,B,cc,21,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,1,ambient,16,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,2,ambient,11,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,3,no,15,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,4,ambient,27,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,5,no,3,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,6,no,11,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,7,ambient,6,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,8,ambient,16,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,9,no,29,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,10,no,9,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,A,cc,15,0,0,0,0,NA,NA,NA,NA,NA
2016,April,26,KF1,reg,B,cc,14,0,0,0,0,NA,NA,NA,NA,NA
2016,April,28,KF1,reg,3,no,21,0,0,0,0,NA,NA,NA,NA,NA
2016,April,28,KF1,reg,5,no,7,0,0,0,0,NA,NA,NA,NA,NA
2016,April,28,KF1,reg,6,no,22,0,0,0,0,NA,NA,NA,NA,NA
2016,April,28,KF1,reg,9,no,33,0,0,0,0,NA,NA,NA,NA,NA
2016,April,28,KF1,reg,10,no,12,0,0,0,0,NA,NA,NA,NA,NA
2016,April,29,KF1,reg,10,no,14,0,0,0,0,1,NA,1,NA,NA
2016,April,29,KF1,reg,3,no,4,0,0,0,0,0,NA,NA,NA,NA
2016,April,29,KF1,reg,5,no,13,0,0,0,0,0,NA,NA,NA,NA
2016,April,29,KF1,reg,6,no,13,0,0,0,0,0,NA,NA,NA,NA
2016,April,29,KF1,reg,9,no,7,0,0,0,0,0,NA,NA,NA,NA
2017,August,7,KF1,reg,3,no,0,0,0,0,0,2,NA,2,NA,NA
2017,August,7,KF1,reg,5,no,0,0,0,0,0,2,NA,2,NA,NA
2017,August,7,KF1,reg,10,no,0,0,0,0,0,2,NA,2,NA,NA
2017,August,7,KF1,reg,6,no,1,4,0,0,0,4,NA,4,NA,NA
2017,August,7,KF1,reg,9,no,0,0,0,0,0,4,NA,4,NA,NA
2017,August,7,KF1,reg,1,ambient,8,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,2,ambient,5,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,4,ambient,8,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,7,ambient,9,1,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,8,ambient,7,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,51,high,4,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,52,high,7,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,53,high,7,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,54,high,4,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,55,high,3,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,A,cc,8,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,B,cc,18,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,K,cc,3,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,L,cc,7,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,M,cc,8,1,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,N,ncc,1,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,O,ncc,4,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,P,ncc,4,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,Q,ncc,0,0,0,0,0,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,R,ncc,3,1,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,3,no,0,0,0,0,0,3,2,1,NA,NA
2017,June,8,KF1,reg,5,no,0,0,0,0,0,5,3,2,NA,NA
2017,June,8,KF1,reg,9,no,0,0,0,0,0,2,NA,2,NA,NA
2017,June,8,KF1,reg,6,no,0,0,0,0,0,5,NA,5,NA,NA
2017,June,8,KF1,reg,1,ambient,13,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,2,ambient,10,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,4,ambient,17,1,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,7,ambient,9,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,8,ambient,22,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,10,no,0,0,0,0,0,0,NA,NA,NA,NA
2017,June,8,KF1,reg,51,high,8,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,52,high,11,1,0,1,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,53,high,7,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,54,high,7,1,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,55,high,10,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,A,cc,10,1,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,B,cc,14,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,K,cc,4,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,L,cc,9,1,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,M,cc,5,1,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,N,ncc,1,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,O,ncc,12,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,P,ncc,8,0,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,Q,ncc,4,1,0,0,0,NA,NA,NA,NA,NA
2017,June,8,KF1,reg,R,ncc,20,2,0,0,0,NA,NA,NA,NA,NA
2017,July,10,KF1,reg,10,no,2,1,0,0,0,1,NA,1,NA,NA
2017,September,10,KF1,reg,5,no,0,0,0,0,0,1,NA,1,NA,NA
2017,September,10,KF1,reg,9,no,0,0,0,0,0,1,NA,1,NA,NA
2017,September,10,KF1,reg,10,no,0,0,0,0,0,3,NA,3,NA,NA
2017,July,10,KF1,reg,6,no,1,4,0,0,0,4,NA,4,NA,NA
2017,September,10,KF1,reg,6,no,1,0,0,0,0,4,NA,4,NA,NA
2017,July,10,KF1,reg,5,no,2,1,0,0,0,5,NA,5,NA,NA
2017,July,10,KF1,reg,3,no,6,2,0,0,0,6,NA,6,NA,NA
2017,February,10,KF1,reg,1,ambient,18,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,2,ambient,16,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,3,no,0,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,4,ambient,17,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,5,no,1,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,6,no,0,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,7,ambient,8,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,8,ambient,11,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,9,no,0,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,10,no,12,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,A,cc,11,0,0,0,0,NA,NA,NA,NA,NA
2017,February,10,KF1,reg,B,cc,0,0,0,0,0,NA,NA,NA,NA,NA
2017,July,10,KF1,reg,1,ambient,16,0,0,0,0,NA,NA,NA,NA,NA
2017,July,10,KF1,reg,2,ambient,11,0,0,0,0,NA,NA,NA,NA,NA
2017,July,10,KF1,reg,4,ambient,28,0,0,0,0,NA,NA,NA,NA,NA
